PDOid,PDOnam,Administrative_Region,Wine_Region,Designation_Level,min_row_spacing,max_row_spacing,min_plant_spacing,max_plant_spacing,max_area,source,notes
PDO-FR-A0931,Coteaux Bourguignons/Bourgogne Grand Ordinaire/Bourgogne Ordinaire,Bourgogne-Franche-Comté,Burgundy,Regional,NULL,2.5,0.5,NULL,NULL,https://www.google.com/search?q=-translate%3A+Les+vignes+pr%C3%A9sentent+une+densit%C3%A9+minimale+%C3%A0+la+plantation+de+5000+pieds+par+hectare%2C+avec+un+%C3%A9cartement%2C+entre+les+rangs%2C+inf%C3%A9rieur+ou+%C3%A9gal+%C3%A0+2%2C50+m%C3%A8tre+%3B+-+Dans+le+vignoble+d%C3%A9limit%C3%A9+de+l%E2%80%99appellation+d%E2%80%99origine+contr%C3%B4l%C3%A9e+%C2%AB+Bourgogne+%C2%BB+suivie+des+d%C3%A9nominations+g%C3%A9ographiques+compl%C3%A9mentaires+%C2%AB+Hautes+C%C3%B4tes+de+Beaune+%C2%BB+et+%C2%AB+Hautes+C%C3%B4tes+de+Nuits+%C2%BB%2C+les+vignes+pr%C3%A9sentent+une+densit%C3%A9+minimale+%C3%A0+la+plantation+de+4000+pieds+par+hectare%2C+avec+un+%C3%A9cartement%2C+entre+les+rangs%2C+inf%C3%A9rieur+ou+%C3%A9gal+%C3%A0+3+m%C3%A8tres.+-+Lorsque+la+densit%C3%A9+%C3%A0+la+plantation+est+sup%C3%A9rieure+%C3%A0+8000+pieds+par+hectare%2C+les+vignes+pr%C3%A9sentent+un+%C3%A9cartement%2C+entre+les+pieds+sur+un+m%C3%AAme+rang%2C+sup%C3%A9rieur+ou+%C3%A9gal+%C3%A0+0%2C50+m%C3%A8tre+%3B+-+Lorsque+la+densit%C3%A9+%C3%A0+la+plantation+est+inf%C3%A9rieure+ou+%C3%A9gale+%C3%A0+8000+pieds+par+hectare%2C+les+vignes+pr%C3%A9sentent+un+%C3%A9cartement%2C+entre+les+pieds+sur+un+m%C3%AAme+rang%2C+sup%C3%A9rieur+ou+%C3%A9gal+%C3%A0+0%2C80+m%C3%A8tre.+-+Les+vignes+plant%C3%A9es+en+foule+pr%C3%A9sentent+une+densit%C3%A9+minimale+%C3%A0+la+plantation+de+FICHE+TECHNIQUE+4+%2F16+Num%C3%A9ro+de+dossier%3A+PDO-FR-A0931+9000+pieds+par+hectare+et+un+%C3%A9cartement%2C+entre+les+pieds%2C+sup%C3%A9rieur+%C3%A0+0%2C50+m%C3%A8tre.+-+Les+vignes+conduites+suivant+le+mode+de+conduite+dit+%C2%AB+en+lyre+%C2%BB+pr%C3%A9sentent+une+densit%C3%A9+minimale+%C3%A0+la+plantation+de+3000+pieds+par+hectare%2C+avec+un+%C3%A9cartement%2C+entre+les+rangs%2C+inf%C3%A9rieur+%C3%A0+3%2C50+m%C3%A8tres+et+un+%C3%A9cartement%2C+entre+les+pieds+sur+un+m%C3%AAme+rang%2C+compris+entre+0%2C80+m%C3%A8tre+et+1+m%C3%A8tre.&sca_esv=23368486d762886d&biw=669&bih=653&sxsrf=ANbL-n5uzU96fI0LhNXMiERBAIQ43C3C-w%3A1776716313431&ei=GYrmaff8GfChur8Pu7GaoQs&ved=0ahUKEwi37emFoP2TAxXwkO4BHbuYJrQQ4dUDCBE&uact=5&oq=-translate%3A+Les+vignes+pr%C3%A9sentent+une+densit%C3%A9+minimale+%C3%A0+la+plantation+de+5000+pieds+par+hectare%2C+avec+un+%C3%A9cartement%2C+entre+les+rangs%2C+inf%C3%A9rieur+ou+%C3%A9gal+%C3%A0+2%2C50+m%C3%A8tre+%3B+-+Dans+le+vignoble+d%C3%A9limit%C3%A9+de+l%E2%80%99appellation+d%E2%80%99origine+contr%C3%B4l%C3%A9e+%C2%AB+Bourgogne+%C2%BB+suivie+des+d%C3%A9nominations+g%C3%A9ographiques+compl%C3%A9mentaires+%C2%AB+Hautes+C%C3%B4tes+de+Beaune+%C2%BB+et+%C2%AB+Hautes+C%C3%B4tes+de+Nuits+%C2%BB%2C+les+vignes+pr%C3%A9sentent+une+densit%C3%A9+minimale+%C3%A0+la+plantation+de+4000+pieds+par+hectare%2C+avec+un+%C3%A9cartement%2C+entre+les+rangs%2C+inf%C3%A9rieur+ou+%C3%A9gal+%C3%A0+3+m%C3%A8tres.+-+Lorsque+la+densit%C3%A9+%C3%A0+la+plantation+est+sup%C3%A9rieure+%C3%A0+8000+pieds+par+hectare%2C+les+vignes+pr%C3%A9sentent+un+%C3%A9cartement%2C+entre+les+pieds+sur+un+m%C3%AAme+rang%2C+sup%C3%A9rieur+ou+%C3%A9gal+%C3%A0+0%2C50+m%C3%A8tre+%3B+-+Lorsque+la+densit%C3%A9+%C3%A0+la+plantation+est+inf%C3%A9rieure+ou+%C3%A9gale+%C3%A0+8000+pieds+par+hectare%2C+les+vignes+pr%C3%A9sentent+un+%C3%A9cartement%2C+entre+les+pieds+sur+un+m%C3%AAme+rang%2C+sup%C3%A9rieur+ou+%C3%A9gal+%C3%A0+0%2C80+m%C3%A8tre.+-+Les+vignes+plant%C3%A9es+en+foule+pr%C3%A9sentent+une+densit%C3%A9+minimale+%C3%A0+la+plantation+de+FICHE+TECHNIQUE+4+%2F16+Num%C3%A9ro+de+dossier%3A+PDO-FR-A0931+9000+pieds+par+hectare+et+un+%C3%A9cartement%2C+entre+les+pieds%2C+sup%C3%A9rieur+%C3%A0+0%2C50+m%C3%A8tre.+-+Les+vignes+conduites+suivant+le+mode+de+conduite+dit+%C2%AB+en+lyre+%C2%BB+pr%C3%A9sentent+une+densit%C3%A9+minimale+%C3%A0+la+plantation+de+3000+pieds+par+hectare%2C+avec+un+%C3%A9cartement%2C+entre+les+rangs%2C+inf%C3%A9rieur+%C3%A0+3%2C50+m%C3%A8tres+et+un+%C3%A9cartement%2C+entre+les+pieds+sur+un+m%C3%AAme+rang%2C+compris+entre+0%2C80+m%C3%A8tre+et+1+m%C3%A8tre.&gs_lp=Egxnd3Mtd2l6LXNlcnAiwQstdHJhbnNsYXRlOiBMZXMgdmlnbmVzIHByw6lzZW50ZW50IHVuZSBkZW5zaXTDqSBtaW5pbWFsZSDDoCBsYSBwbGFudGF0aW9uIGRlIDUwMDAgcGllZHMgcGFyIGhlY3RhcmUsIGF2ZWMgdW4gw6ljYXJ0ZW1lbnQsIGVudHJlIGxlcyByYW5ncywgaW5mw6lyaWV1ciBvdSDDqWdhbCDDoCAyLDUwIG3DqHRyZSA7IC0gRGFucyBsZSB2aWdub2JsZSBkw6lsaW1pdMOpIGRlIGzigJlhcHBlbGxhdGlvbiBk4oCZb3JpZ2luZSBjb250csO0bMOpZSDCqyBCb3VyZ29nbmUgwrsgc3VpdmllIGRlcyBkw6lub21pbmF0aW9ucyBnw6lvZ3JhcGhpcXVlcyBjb21wbMOpbWVudGFpcmVzIMKrIEhhdXRlcyBDw7R0ZXMgZGUgQmVhdW5lIMK7IGV0IMKrIEhhdXRlcyBDw7R0ZXMgZGUgTnVpdHMgwrssIGxlcyB2aWduZXMgcHLDqXNlbnRlbnQgdW5lIGRlbnNpdMOpIG1pbmltYWxlIMOgIGxhIHBsYW50YXRpb24gZGUgNDAwMCBwaWVkcyBwYXIgaGVjdGFyZSwgYXZlYyB1biDDqWNhcnRlbWVudCwgZW50cmUgbGVzIHJhbmdzLCBpbmbDqXJpZXVyIG91IMOpZ2FsIMOgIDMgbcOodHJlcy4gLSBMb3JzcXVlIGxhIGRlbnNpdMOpIMOgIGxhIHBsYW50YXRpb24gZXN0IHN1cMOpcmlldXJlIMOgIDgwMDAgcGllZHMgcGFyIGhlY3RhcmUsIGxlcyB2aWduZXMgcHLDqXNlbnRlbnQgdW4gw6ljYXJ0ZW1lbnQsIGVudHJlIGxlcyBwaWVkcyBzdXIgdW4gbcOqbWUgcmFuZywgc3Vww6lyaWV1ciBvdSDDqWdhbCDDoCAwLDUwIG3DqHRyZSA7IC0gTG9yc3F1ZSBsYSBkZW5zaXTDqSDDoCBsYSBwbGFudGF0aW9uIGVzdCBpbmbDqXJpZXVyZSBvdSDDqWdhbGUgw6AgODAwMCBwaWVkcyBwYXIgaGVjdGFyZSwgbGVzIHZpZ25lcyBwcsOpc2VudGVudCB1biDDqWNhcnRlbWVudCwgZW50cmUgbGVzIHBpZWRzIHN1ciB1biBtw6ptZSByYW5nLCBzdXDDqXJpZXVyIG91IMOpZ2FsIMOgIDAsODAgbcOodHJlLiAtIExlcyB2aWduZXMgcGxhbnTDqWVzIGVuIGZvdWxlIHByw6lzZW50ZW50IHVuZSBkZW5zaXTDqSBtaW5pbWFsZSDDoCBsYSBwbGFudGF0aW9uIGRlIEZJQ0hFIFRFQ0hOSVFVRSA0IC8xNiBOdW3DqXJvIGRlIGRvc3NpZXI6IFBETy1GUi1BMDkzMSA5MDAwIHBpZWRzIHBhciBoZWN0YXJlIGV0IHVuIMOpY2FydGVtZW50LCBlbnRyZSBsZXMgcGllZHMsIHN1cMOpcmlldXIgw6AgMCw1MCBtw6h0cmUuIC0gTGVzIHZpZ25lcyBjb25kdWl0ZXMgc3VpdmFudCBsZSBtb2RlIGRlIGNvbmR1aXRlIGRpdCDCqyBlbiBseXJlIMK7IHByw6lzZW50ZW50IHVuZSBkZW5zaXTDqSBtaW5pbWFsZSDDoCBsYSBwbGFudGF0aW9uIGRlIDMwMDAgcGllZHMgcGFyIGhlY3RhcmUsIGF2ZWMgdW4gw6ljYXJ0ZW1lbnQsIGVudHJlIGxlcyByYW5ncywgaW5mw6lyaWV1ciDDoCAzLDUwIG3DqHRyZXMgZXQgdW4gw6ljYXJ0ZW1lbnQsIGVudHJlIGxlcyBwaWVkcyBzdXIgdW4gbcOqbWUgcmFuZywgY29tcHJpcyBlbnRyZSAwLDgwIG3DqHRyZSBldCAxIG3DqHRyZS5IAFAAWABwAHgAkAEAmAEAoAEAqgEAuAEDyAEA-AEBmAIAoAIAmAMAkgcAoAcAsgcAuAcAwgcAyAcAgAgB&sclient=gws-wiz-serp,"Vineyards must have a minimum planting density of 5,000 vines/ha with ≤2.5m row spacing (4,000 vines/ha and ≤3m for Hautes Côtes), with in-row spacing ≥0.50m (if >8000 vines/ha) or ≥0.80m (if ≤8000 vines/ha), 9000 vines/ha (>0.50m spacing) for ""en foule"" planting, and 3000 vines/ha (<3.5m row spacing, 0.8-1m in-row) for lyre-trained vines."
PDO-FR-A0676,Crémant de Bourgogne,Bourgogne-Franche-Comté,Burgundy,Crémant,NULL,2.5,0.5,NULL,NULL,https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=uriserv:OJ.C_.2019.248.01.0019.01.FRA&toc=OJ:C:2019:248:TOC,"Vineyards must have a minimum planting density of 5,000 vines/ha with ≤2.5m row spacing (4,000 vines/ha and ≤3m for Hautes Côtes), with in-row spacing ≥0.50m (if >8000 vines/ha) or ≥0.80m (if ≤8000 vines/ha), 9000 vines/ha (>0.50m spacing) for ""en foule"" planting, and 3000 vines/ha (<3.5m row spacing, 0.8-1m in-row) for lyre-trained vines."
PDO-FR-A0574,Criots-Bâtard-Montrachet,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11588,
PDO-FR-A0321,Echezeaux,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10818,
PDO-FR-A0642,Fixin,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://eur-lex.europa.eu/eli/C/2026/1650/oj,
PDO-FR-A0168,Gevrey-Chambertin,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10492,
PDO-FR-A0578,Givry,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10498,"Vines may be planted in 'en foule' (randomly/crowded) provided the minimum planting density is respected, and the spacing between vines is greater than 0.50 meters"
PDO-FR-A0583,Grands-Echezeaux,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/19639,
PDO-FR-A0562,Griotte-Chambertin,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10739,
PDO-FR-A0591,Irancy,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10712,"Vines may be planted in 'en foule' (randomly/crowded) provided the minimum planting density is respected, and the spacing between vines is greater than 0.50 meters"
PDO-FR-A0581,La Grande Rue,Bourgogne-Franche-Comté,Burgundy,Grand Cru Monopole,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11619,
PDO-FR-A0314,La Romanée,Bourgogne-Franche-Comté,Burgundy,Grand Cru Monopole,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10337,
PDO-FR-A0322,La Tâche,Bourgogne-Franche-Comté,Burgundy,Grand Cru Monopole,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10417,
PDO-FR-A0590,Ladoix,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10632,
PDO-FR-A0564,Latricières-Chambertin,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11608,
PDO-FR-A0649,Mâcon,Bourgogne-Franche-Comté,Burgundy,Regional,NULL,2.2,0.5,NULL,NULL,https://eur-lex.europa.eu/eli/C/2026/1751/oj,"GENERAL PROVISIONS: 7 000 plants per hectare. The spacing between the rows is 1,80 metres or less. Between plants in the same row, spacing is at least 0,80 metres. SPECIFIC PROVISIONS: 5 000 plants per hectare. The spacing between the rows is 2,20 metres or less. Between plants in the same row, spacing is at least 0,80 metres."
PDO-FR-A0718,Maranges,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10564,
PDO-FR-A0175,Marsannay,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10778,"Vines may be planted in 'en foule' (randomly/crowded) provided the minimum planting density is respected, and the spacing between vines is greater than 0.50 meters"
PDO-FR-A0315,Mazis-Chambertin,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.4,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10686,
PDO-FR-A0317,Mazoyères-Chambertin,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10771,
PDO-FR-A0404,Mercurey,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.089.01.0011.01.ENG&toc=OJ%3AC%3A2021%3A089%3ATOC,
PDO-FR-A1017,Meursault,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10771,
PDO-FR-A0403,Montagny,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10798,
PDO-FR-A0654,Monthélie,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11146,
PDO-FR-A0402,Montrachet,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11141,
PDO-FR-A0913,Morey-Saint-Denis,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10719,
PDO-FR-A0582,Musigny,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/19860,
PDO-FR-A0579,Nuits-Saint-Georges,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/19868,
PDO-FR-A0643,Pernand-Vergelesses,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11372,
PDO-FR-A0656,Petit Chablis,Bourgogne-Franche-Comté,Burgundy,Sub-regional,NULL,1.2,0.8,NULL,NULL,https://eur-lex.europa.eu/eli/C/2024/4131/oj,"The minimum vine planting density is 5 500 plants per hectare, with an average spacing between rows of 1,20 metres or less, except where vines are planted on slopes with a gradient of 40 % or over, in which case the spacing is 1,60 metres or less. Where the spacing is irregular, the distance between rows is no more than 2 metres."
PDO-FR-A0193,Pommard,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11585,
PDO-FR-A0653,Pouilly-Fuissé,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.75,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.258.01.0021.01.ENG&toc=OJ%3AC%3A2021%3A258%3ATOC,
PDO-FR-A0652,Pouilly-Loché,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10338,
PDO-FR-A0936,Pouilly-Vinzelles,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.8,NULL,NULL,https://eur-lex.europa.eu/eli/C/2025/5776/oj,
PDO-FR-A0308,Puligny-Montrachet,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10416,
PDO-FR-A0388,Richebourg,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10416,
PDO-FR-A0584,Romanée-Conti,Bourgogne-Franche-Comté,Burgundy,Grand Cru Monopole,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11625,
PDO-FR-A0309,Romanée-Saint-Vivant,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11647,
PDO-FR-A0559,Ruchottes-Chambertin,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10494,
PDO-FR-A0937,Rully,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10794,
PDO-FR-A0822,Saint-Aubin,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/19875,
PDO-FR-A0197,Saint-Bris,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.3,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11586,
PDO-FR-A0167,Saint-Romain,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11329,
PDO-FR-A0577,Saint-Véran,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.3,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10782,
PDO-FR-A0589,Santenay,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10725,
PDO-FR-A0660,Savigny-Lès-Beaune,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10845,
PDO-FR-A0661,Viré-Clessé,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10845,
PDO-FR-A0198,Volnay,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10353,
PDO-FR-A0504,Vosne-Romanée,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10749,
PDO-FR-A0176,Vougeot,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10749,
PDO-FR-A1359,Champagne,Grand Est,Champagne,Regional,NULL,2,0.7,1.5,NULL,https://eur-lex.europa.eu/eli/C/2024/7445/oj,
PDO-FR-A1364,Coteaux Champenois,Grand Est,Champagne,Regional Still,NULL,2,0.7,1.5,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2023.253.01.0032.01.ENG&toc=OJ%3AC%3A2023%3A253%3ATOC,
PDO-FR-A1363,Rosé des Riceys,Grand Est,Champagne,Regional Still Rosé,NULL,2,0.7,1.5,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2023.208.01.0075.01.ENG&toc=OJ%3AC%3A2023%3A208%3ATOC,
PDO-FR-A0489,Pineau des Charentes,Nouvelle-Aquitaine,Cognac Region,Vin de Liqueur,NULL,3,NULL,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11127,
PDO-FR-A0156,Ajaccio,Corse,Corsica,Communal,NULL,2.8,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10481,
PDO-FR-A0145,Corse/Vin de Corse,Corse,Corsica,Regional,NULL,2.8,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10482,
PDO-FR-A0722,Muscat du Cap Corse,Corse,Corsica,VDN Regional,NULL,2.5,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10480,
PDO-FR-A0157,Patrimonio,Corse,Corsica,Communal,NULL,2.8,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10479,
PDO-FR-A0994,Arbois,Bourgogne-Franche-Comté,Jura,Communal,NULL,2,NULL,2,2,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10542,
PDO-FR-A0187,Château-Chalon,Bourgogne-Franche-Comté,Jura,Communal Vin Jaune,NULL,2,NULL,NULL,2,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11579,"- Les vignes présentent une densité minimale à la plantation de 5000 pieds par
hectare, à l’exception des vignes plantées en terrasses.
- Pour les vignes qui ne sont pas plantées en terrasses et pour les terrasses avec au moins 2 rangs de vigne, chaque pied dispose d’une superficie maximale de 2 mètres carrés. Cette superficie est obtenue en multipliant les distances entre les rangs et d’espacement entre les pieds sur un même rang. Ces vignes ne peuvent présenter une distance entre les rangs supérieure à 2 mètres.
- Seules sont autorisées la taille en Guyot simple ou double et la taille courte
(conduite en cordon de Royat) ; Le nombre d’yeux francs par pied est inférieur ou égal à 20 ; En taille Guyot simple ou double, le nombre d’yeux francs est de 10 au plus sur le long bois, avec un maximum de 2 coursons de renouvellement à 2 yeux francs."
PDO-FR-A0155,Côtes du Jura,Bourgogne-Franche-Comté,Jura,Regional,NULL,2,NULL,NULL,2,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11579,"- Les vignes présentent une densité minimale à la plantation de 5000 pieds par
hectare, à l’exception des vignes plantées en terrasses.
- Pour les vignes qui ne sont pas plantées en terrasses et pour les terrasses avec au moins 2 rangs de vigne, chaque pied dispose d’une superficie maximale de 2 mètres carrés. Cette superficie est obtenue en multipliant les distances entre les rangs et d’espacement entre les pieds sur un même rang. Ces vignes ne peuvent présenter une distance entre les rangs supérieure à 2 mètres.
- Seules sont autorisées la taille en Guyot simple ou double et la taille courte
(conduite en cordon de Royat) ; Le nombre d’yeux francs par pied est inférieur ou égal à 20 ; En taille Guyot simple ou double, le nombre d’yeux francs est de 10 au plus sur le long bois, avec un maximum de 2 coursons de renouvellement à 2 yeux francs."
PDO-FR-A0740,Crémant du Jura,Bourgogne-Franche-Comté,Jura,Crémant,NULL,2,NULL,NULL,2,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10310,"a) - Densité de plantation
- Les vignes présentent une densité minimale à la plantation de 5000 pieds par
hectare, à l’exception des vignes plantées en terrasses;
- Pour les vignes qui ne sont pas plantées en terrasses et pour les terrasses avec au moins deux rangs de vigne, chaque pied dispose d’une superficie maximale de 2 mètres carrés; cette superficie est obtenue en multipliant les distances entre les rangs et d’espacement entre les pieds sur un même rang; ces vignes ne peuvent présenter une distance, entre les rangs, supérieur à 2 mètres

b) - Règles de taille
- Les vignes sont taillées soit en taille Guyot simple ou double, soit en taille courte
(conduite en cordon de Royat), avec un maximum de 20 yeux francs par pied et
120000 yeux francs par hectare ;
- En taille Guyot simple ou double, le nombre d’yeux francs est de 10 au plus sur
le long bois, avec un maximum de 2 coursons de renouvellement à 2 yeux francs.
c) - Transport de la vendange
Les raisins ne peuvent être transportés que dans des récipients non étanches
dans des conditions permettant de préserver l’intégrité des raisins ainsi que
l’élimination des jus d’autopressurage. "
