PDOid,PDOnam,Administrative_Region,Wine_Region,Designation_Level,min_row_spacing,max_row_spacing,min_plant_spacing,max_plant_spacing,max_area,source,notes
PDO-FR-A1024,Morgon,Auvergne-Rhône-Alpes,Beaujolais,Cru,NULL,2.1,0.8,NULL,NULL,https://eur-lex.europa.eu/eli/C/2025/1999/oj,
PDO-FR-A0933,Moulin-À-Vent,Auvergne-Rhône-Alpes,Beaujolais,Cru,NULL,2.1,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.087.01.0027.01.ENG&toc=OJ%3AC%3A2021%3A087%3ATOC,
PDO-FR-A0912,Régnié,Auvergne-Rhône-Alpes,Beaujolais,Cru,NULL,2.1,0.8,NULL,NULL,https://eur-lex.europa.eu/eli/C/2025/1956/oj,
PDO-FR-A1028,Saint-Amour,Auvergne-Rhône-Alpes,Beaujolais,Cru,NULL,2.1,0.8,NULL,NULL,https://eur-lex.europa.eu/eli/C/2025/1841/oj,
PDO-FR-A0186,Barsac,Nouvelle-Aquitaine,Bordeaux,Communal,NULL,1.9,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.520.01.0012.01.ENG&toc=OJ%3AC%3A2021%3A520%3ATOC,
PDO-FR-A0712,Blaye,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,NULL,NULL,1.67,https://eur-lex.europa.eu/eli/C/2025/2024/oj,
PDO-FR-A0821,Bordeaux,Nouvelle-Aquitaine,Bordeaux,Regional,NULL,2.5,0.8,NULL,NULL,https://eur-lex.europa.eu/eli/C/2026/2122/oj,
PDO-FR-A0306,Bordeaux Supérieur,Nouvelle-Aquitaine,Bordeaux,Regional Supérieur,NULL,2.2,0.85,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/51127,"This density may be reduced to 3,300 vines per hectare. In this case, the spacing between rows must not exceed 3 meters, and the spacing between vines within a row must not exceed 0.85 meters.…"
PDO-FR-A0828,Bourg/Côtes de Bourg/Bourgeais,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ:C_202301383,
PDO-FR-A0686,Cadillac,Nouvelle-Aquitaine,Bordeaux,Sub-regional Sweet,NULL,2.5,0.8,NULL,NULL,47799,min planting density 4500/hectare
PDO-FR-A0924,Canon Fronsac,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.8,NULL,NULL,EUR-Lex - 52025XC03644 - EN - EUR-Lex,min planting density 5000/hectare
PDO-FR-A0668,Cérons,Nouvelle-Aquitaine,Bordeaux,Sub-regional Sweet,NULL,2,0.85,NULL,NULL,EUR-Lex - 52021XC0714(01) - EN - EUR-Lex,min planting density 5000/hectare
PDO-FR-A0271,Côtes de Blaye,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2.5,0.85,NULL,NULL,47802,min planting density 4500/hectare
PDO-FR-A0987,Côtes de Bordeaux,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2.5,0.85,NULL,NULL,47769,min planting density 4500/hectare
PDO-FR-A0707,Côtes de Bordeaux-Saint-Macaire,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2.5,0.85,NULL,NULL,47763,min planting density 4500/hectare
PDO-FR-A0488,Crémant de Bordeaux,Nouvelle-Aquitaine,Bordeaux,Crémant,NULL,2.5,0.85,NULL,NULL,EUR-Lex - 52019XC0709(01) - EN - EUR-Lex,min planting density 4000/hectare
PDO-FR-A0406,Entre-Deux-Mers,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2.5,0.85,NULL,NULL,33458,min planting density 4500/hectare
PDO-FR-A1103,Fronsac,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.8,NULL,NULL,EUR-Lex - 52025XC03569 - EN - EUR-Lex,min planting density 5000/hectare
PDO-FR-A1012,Graves,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.8,NULL,NULL,Implementing decision - 4 December 2017 - EN - EUR-Lex,min planting density 5000/hectare
PDO-FR-A0927,Graves de Vayres,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2.5,0.85,NULL,NULL,33446,min planting density 4500/hectare
PDO-FR-A1014,Graves Supérieures,Nouvelle-Aquitaine,Bordeaux,Sub-regional Sweet,NULL,2.5,0.8,1.25,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2023.049.01.0020.01.ENG&toc=OJ%3AC%3A2023%3A049%3ATOC,min planting density 4000/hectare
PDO-FR-A0710,Haut-Médoc,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,1.8,0.8,NULL,NULL,EUR-Lex - 52019XC0729(02) - EN - EUR-Lex,min planting density 6500/hectare
PDO-FR-A0171,Lalande-de-Pomerol,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.8,NULL,NULL,21286,min planting density 5500/hectare
PDO-FR-A0276,Listrac-Médoc,Nouvelle-Aquitaine,Bordeaux,Communal,NULL,1.5,0.8,NULL,NULL,22417,min planting density 7000/hectare
PDO-FR-A0170,Loupiac,Nouvelle-Aquitaine,Bordeaux,Sub-regional Sweet,NULL,2,1,NULL,NULL,35721,min planting density 5000/hectare; spacing also depends on slope
PDO-FR-A1200,Lussac Saint-Emilion,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.5,NULL,NULL,47793,min planting density 5500/hectare
PDO-FR-A0329,Margaux,Nouvelle-Aquitaine,Bordeaux,Communal,NULL,1.5,NULL,NULL,1.43,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2023.254.01.0017.01.ENG&toc=OJ%3AC%3A2023%3A254%3ATOC,
PDO-FR-A0730,Médoc,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2022.088.01.0101.01.ENG&toc=OJ%3AC%3A2022%3A088%3ATOC,
PDO-FR-A0990,Montagne-Saint-Emilion,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,1,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/35782,
PDO-FR-A0731,Moulis/Moulis-en-Médoc,Nouvelle-Aquitaine,Bordeaux,Communal,NULL,1.5,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.284.01.0029.01.ENG&toc=OJ%3AC%3A2021%3A284%3ATOC,
PDO-FR-A0713,Pauillac,Nouvelle-Aquitaine,Bordeaux,Communal,NULL,1.5,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1574417662083&uri=CELEX:52019XC1031(03),
PDO-FR-A0162,Pessac-Léognan,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,1.6,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.284.01.0036.01.ENG&toc=OJ%3AC%3A2021%3A284%3ATOC,
PDO-FR-A0273,Pomerol,Nouvelle-Aquitaine,Bordeaux,Communal,NULL,2,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.520.01.0023.01.ENG&toc=OJ%3AC%3A2021%3A520%3ATOC,
PDO-FR-A0274,Premières Côtes de Bordeaux,Nouvelle-Aquitaine,Bordeaux,Sub-regional Sweet,NULL,2.5,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/47772,
PDO-FR-A0992,Puisseguin Saint-Emilion,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.5,NULL,NULL,https://eur-lex.europa.eu/eli/C/2025/1385/oj,
PDO-FR-A0714,Sainte-Croix-du-Mont,Nouvelle-Aquitaine,Bordeaux,Sub-regional Sweet,NULL,2.2,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/25403,
PDO-FR-A0407,Sainte-Foy-Bordeaux,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2.5,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/32246,
PDO-FR-A0988,Saint-Emilion,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/47784,
PDO-FR-A0993,Saint-Emilion Grand Cru,Nouvelle-Aquitaine,Bordeaux,Sub-regional Cru,NULL,2,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/47790,
PDO-FR-A0178,Saint-Estèphe,Nouvelle-Aquitaine,Bordeaux,Communal,NULL,1.5,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2022.088.01.0065.01.ENG&toc=OJ%3AC%3A2022%3A088%3ATOC,
PDO-FR-A0991,Saint-Georges-Saint-Emilion,Nouvelle-Aquitaine,Bordeaux,Sub-regional,NULL,2,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11606,
PDO-FR-A0500,Saint-Julien,Nouvelle-Aquitaine,Bordeaux,Communal,NULL,1.5,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10324,
PDO-FR-A0819,Sauternes,Nouvelle-Aquitaine,Bordeaux,Sub-regional Sweet,NULL,1.9,0.8,NULL,NULL,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.C_.2021.520.01.0027.01.ENG&toc=OJ%3AC%3A2021%3A520%3ATOC,
PDO-FR-A0932,Aloxe-Corton,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11573,
PDO-FR-A0647,Auxey-Duresses,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11574,
PDO-FR-A0571,Bâtard-Montrachet,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11574,
PDO-FR-A1022,Beaune,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10314,
PDO-FR-A0657,Bienvenues-Bâtard-Montrachet,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11328,
PDO-FR-A1023,Blagny,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11594,
PDO-FR-A0490,Bonnes-Mares,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10688,
PDO-FR-A0650,Bourgogne,Bourgogne-Franche-Comté,Burgundy,Regional,NULL,2.2,0.5,NULL,NULL,https://eur-lex.europa.eu/eli/C/2024/2984/oj,"Where the planting density is 8 000 plants per hectare or lower, the spacing between the plants in the same row is at least 0,8 metres;"
PDO-FR-A0739,Bourgogne Aligoté,Bourgogne-Franche-Comté,Burgundy,Regional,NULL,2.2,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10811,"Where the planting density is 8 000 plants per hectare or lower, the spacing between the plants in the same row is at least 0,8 metres;"
PDO-FR-A0737,Bourgogne Mousseux,Bourgogne-Franche-Comté,Burgundy,Regional Sparkling,NULL,2.5,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11349,Many conditions
PDO-FR-A0738,Bourgogne Passe-Tout-Grains,Bourgogne-Franche-Comté,Burgundy,Regional,NULL,2.2,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10810,Many conditions
PDO-FR-A0576,Bouzeron,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.4,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10362,
PDO-FR-A0736,Chablis,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,2,0.8,NULL,NULL,https://eur-lex.europa.eu/eli/C/2025/2447/oj,"verage spacing between rows of 1,20 metres or less, except where vines are planted on slopes with a gradient of 40 % or over, in which case the spacing is 1,60 metres or less"
PDO-FR-A0505,Chablis Grand Cru,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.6,0.8,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10733,"The vines have a minimum planting density of 5500 vines per hectare, with a spacing between rows of 1.20 meters or less, except for vines planted on slopes of 40% or greater, for which this spacing is 1.60 meters or less."
PDO-FR-A0313,Chambertin,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11597,
PDO-FR-A0311,Chambertin-Clos de Bèze,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10817,
PDO-FR-A1016,Chambolle-Musigny,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10724,
PDO-FR-A0316,Chapelle-Chambertin,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10734,
PDO-FR-A0492,Charlemagne,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10743,
PDO-FR-A0560,Charmes-Chambertin,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10776,
PDO-FR-A1021,Chassagne-Montrachet,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11332,
PDO-FR-A0573,Chevalier-Montrachet,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11140,
PDO-FR-A0659,Chorey-Lès-Beaune,Bourgogne-Franche-Comté,Burgundy,Communal,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10463,
PDO-FR-A0580,Clos de la Roche,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,1.5,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10634,
PDO-FR-A0491,Clos de Tart,Bourgogne-Franche-Comté,Burgundy,Grand Cru Monopole,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10744,
PDO-FR-A0310,Clos de Vougeot/Clos Vougeot,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10772,
PDO-FR-A0324,Clos des Lambrays,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10565,
PDO-FR-A0323,Clos Saint-Denis,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10687,
PDO-FR-A0319,Corton,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10742,
PDO-FR-A0307,Corton-Charlemagne,Bourgogne-Franche-Comté,Burgundy,Grand Cru,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10678,
PDO-FR-A0592,Côte de Beaune,Bourgogne-Franche-Comté,Burgundy,Sub-regional,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10717,
PDO-FR-A0401,Côte de Beaune-Villages,Bourgogne-Franche-Comté,Burgundy,Sub-regional,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/10412,
PDO-FR-A0409,Côte de Nuits-Villages/Vins Fins de la Côte de Nuits,Bourgogne-Franche-Comté,Burgundy,Sub-regional,NULL,1.25,0.5,NULL,NULL,https://ec.europa.eu/geographical-indications-register/eambrosia-public-api/api/v1/attachments/11592,
