IDU,row_spacing,plant_spacing,rmse,points_expected,points_found,area_missing_pct
262850000C0693,2.4,0.9,0.991,5117.0,3986.0,22.1
262850000C0742,2.0,0.8,1.274,1770.0,812.0,54.12
262850000C0806,2.5,0.8,1.03,2328.0,1674.0,28.09
262850000C0841,2.4,0.8,1.129,12044.0,8203.0,31.89
262850000C1016,1.9,1.1,1.234,687.0,388.0,43.52
262850000D0073,2.1,0.8,1.186,740.0,429.0,42.03
262850000D0183,1.4,0.9,0.905,1027.0,929.0,9.54
262850000D0280,2.3,1.2,1.272,973.0,477.0,50.98
262850000D0300,2.5,0.8,1.134,2731.0,1816.0,33.5
262850000D0388,1.8,0.8,1.081,5826.0,4421.0,24.12
262850000D0530,2.2,0.8,1.149,1042.0,599.0,42.51
262850000D0599,2.4,0.9,0.939,934.0,855.0,8.46
262850000D0606,1.3,0.8,1.03,4296.0,3598.0,16.25
262850000D0620,1.4,0.8,1.128,9330.0,6572.0,29.56
262850000D0643,2.0,0.8,1.321,6478.0,2267.0,65.0
262850000D0748,2.0,0.8,1.14,23353.0,16318.0,30.12
262850000D0865,2.4,0.9,1.303,87.0,36.0,58.62
26317000AB0031,1.7,0.8,1.458,6202.0,590.0,90.49
26317000AB0034,2.4,0.8,1.078,3449.0,2549.0,26.09
26317000AB0072,2.5,1.1,1.225,2939.0,1688.0,42.57
26317000AC0048,2.3,0.8,1.17,3860.0,2144.0,44.46
26317000AC0076,2.5,0.8,1.118,3597.0,2565.0,28.69
26317000AC0100,2.2,0.8,1.093,479.0,379.0,20.88
26317000AD0145,2.5,0.8,1.164,1329.0,805.0,39.43
26317000AD0213,2.2,0.9,1.228,6927.0,3806.0,45.06
26317000AE0107,2.2,0.8,1.117,2765.0,1946.0,29.62
26317000AE0159,1.4,0.8,1.034,5836.0,4765.0,18.35
26317000AE0204,1.5,0.8,1.043,2641.0,2150.0,18.59
26317000AE0207,1.4,0.8,1.132,718.0,518.0,27.86
26317000AE0224,2.0,0.8,1.036,7640.0,6074.0,20.5
26317000AE0230,2.4,0.8,1.082,3871.0,3011.0,22.22
26317000AE0255,2.4,0.8,1.338,3660.0,1351.0,63.09
26317000AE0266,2.4,0.8,1.107,5606.0,4177.0,25.49
26317000AH0037,2.5,0.8,1.338,2904.0,962.0,66.87
26317000AI0058,1.9,0.8,1.169,3611.0,2415.0,33.12
26317000AI0313,2.3,0.9,0.995,608.0,473.0,22.2
26317000AI0356,2.2,1.1,1.054,748.0,540.0,27.81
26317000AI0360,2.2,1.2,1.192,1281.0,729.0,43.09
26317000AL0030,2.4,1.2,1.093,2466.0,1639.0,33.54
26317000AL0054,2.4,0.8,1.159,702.0,465.0,33.76
26317000AL0114,2.4,0.8,0.786,838.0,772.0,7.88
26317000AL0119,2.5,0.8,0.808,663.0,612.0,7.69
26317000AL0157,2.1,0.8,0.839,449.0,396.0,11.8
26317000AL0261,2.2,0.8,1.175,2369.0,1396.0,41.07
26317000AM0005,2.4,0.9,1.029,1372.0,1054.0,23.18
26317000AM0064,2.3,0.9,1.195,1101.0,609.0,44.69
26317000AM0096,2.4,0.9,1.107,2271.0,1558.0,31.4
26317000AM0121,2.5,0.8,0.965,1768.0,1388.0,21.49
26317000AM0154,2.5,0.8,1.005,1660.0,1260.0,24.1
263220000A0032,2.0,1.2,1.26,2907.0,1570.0,45.99
263220000A0101,2.3,1.1,1.356,240.0,71.0,70.42
263220000A0283,2.3,1.2,1.473,204.0,13.0,93.63
263220000A0385,2.4,0.8,1.354,2118.0,694.0,67.23
263220000B0016,1.5,0.8,1.374,1299.0,384.0,70.44
263220000B0073,2.3,1.2,1.352,1111.0,368.0,66.88
263220000B0206,2.5,1.0,1.193,6415.0,3818.0,40.48
263220000B0321,1.6,0.8,1.045,13106.0,10706.0,18.31
263220000B0666,2.2,1.2,1.417,495.0,93.0,81.21
263220000B0899,2.4,0.9,1.208,3292.0,1742.0,47.08
263220000B1095,2.4,1.1,1.114,4515.0,3313.0,26.62
263220000C0080,2.3,0.8,1.17,4331.0,2739.0,36.76
263220000C0115,1.8,0.8,1.157,19683.0,12800.0,34.97
263220000C0126,2.5,0.9,1.121,2630.0,1915.0,27.19
263240000Y0186,2.3,1.0,1.407,27724.0,5749.0,79.26
26324000ZB0039,1.8,1.0,1.282,11443.0,5293.0,53.74
26324000ZE0160,1.6,1.0,1.216,13941.0,7845.0,43.73
263260000G0588,2.2,1.4,1.476,5278.0,288.0,94.54
263410000A0249,2.3,0.6,0.86,2714.0,2433.0,10.35
263410000A0261,1.7,0.7,0.868,984.0,909.0,7.62
263410000A0262,1.7,0.6,0.902,720.0,646.0,10.28
263410000A1023,1.9,0.6,0.863,783.0,693.0,11.49
263410000A1034,1.7,0.6,0.857,488.0,422.0,13.52
263410000C0010,1.9,0.8,1.152,650.0,376.0,42.15
263410000C0087,2.4,0.9,1.002,376.0,292.0,22.34
263410000C0096,2.0,0.8,0.862,1946.0,1795.0,7.76
263410000C0192,2.5,0.5,0.765,1932.0,1779.0,7.92
26345000AC0023,2.4,0.9,1.178,16029.0,9863.0,38.47
26345000AD0017,2.0,1.2,1.17,169.0,102.0,39.64
26345000AE0008,1.8,0.8,1.029,3724.0,3024.0,18.8
26345000AE0027,2.0,0.9,1.096,1203.0,904.0,24.85
26345000AE0029,2.4,0.8,0.975,17882.0,15231.0,14.82
26345000AE0259,2.2,0.8,0.839,6044.0,4948.0,18.13
26345000AE0387,2.5,0.8,1.097,9187.0,6530.0,28.92
26345000AH0030,2.3,1.0,1.148,15398.0,9823.0,36.21
26345000AH0034,2.3,0.9,1.25,12575.0,6383.0,49.24
26345000AH0039,2.3,1.0,1.242,1496.0,793.0,46.99
26345000AI0012,2.4,0.8,1.252,2208.0,1173.0,46.88
26345000AI0093,2.3,0.8,1.128,2816.0,1708.0,39.35
26345000AK0094,2.1,0.8,0.957,1372.0,1059.0,22.81
26345000AK0313,2.5,0.8,1.24,543.0,275.0,49.36
26345000AK0324,2.5,0.8,1.142,892.0,596.0,33.18
26345000AL0161,2.2,0.8,1.344,4944.0,1495.0,69.76
26345000AL0177,1.4,0.8,1.089,929.0,690.0,25.73
26345000AL0180,1.5,0.8,1.174,3205.0,2024.0,36.85
26345000AL0205,2.5,0.8,1.081,1391.0,1076.0,22.65
26345000AL0290,2.3,0.8,1.015,670.0,527.0,21.34
26345000AM0079,2.1,0.8,1.121,4988.0,3441.0,31.01
26345000AM0163,2.0,0.8,1.28,2593.0,1157.0,55.38
26345000AM0596,2.2,0.9,1.269,1645.0,733.0,55.44
26345000AN0032,2.0,0.8,0.948,2571.0,2076.0,19.25
26345000AN0035,2.5,1.0,0.989,1438.0,1122.0,21.97
26345000AN0195,1.7,1.0,1.281,3740.0,1686.0,54.92
26345000AN0337,1.9,0.8,1.097,932.0,692.0,25.75
26345000AN0373,2.4,0.8,0.979,6245.0,5388.0,13.72
26345000AN0596,2.1,0.9,0.893,527.0,444.0,15.75
26345000AO0116,1.8,0.8,1.132,6384.0,4448.0,30.33
26345000AO0131,2.3,0.8,1.223,2398.0,1360.0,43.29
26345000AP0264,2.1,1.2,1.113,2979.0,1867.0,37.33
26345000AP0284,2.2,0.8,0.991,2620.0,2119.0,19.12
26345000AT0113,2.0,0.8,1.117,1639.0,1032.0,37.03
26345000AT0207,2.1,0.8,0.879,1808.0,1620.0,10.4
26345000AT0208,2.1,0.9,1.016,4838.0,3576.0,26.09
26345000AT0238,2.1,1.0,1.058,4754.0,3535.0,25.64
26345000AV0007,2.2,0.9,1.025,2163.0,1835.0,15.16
26345000AV0010,2.0,1.2,1.093,5883.0,3680.0,37.45
26345000AV0049,2.3,0.8,1.032,6104.0,4824.0,20.97
26345000AV0082,2.3,1.2,1.133,1780.0,1071.0,39.83
26345000AV0129,2.3,1.1,1.152,2236.0,1493.0,33.23
26345000AV0150,2.3,0.8,1.001,1711.0,1317.0,23.03
26345000AW0003,2.5,0.8,0.993,10509.0,8691.0,17.3
26345000AW0054,2.2,1.0,1.169,594.0,327.0,44.95
26345000AW0077,2.3,1.2,1.37,4543.0,1370.0,69.84
26345000AY0058,1.4,1.2,1.48,3807.0,193.0,94.93
26345000AY0115,2.2,0.9,1.191,959.0,487.0,49.22
26345000AY0132,2.3,1.0,1.076,3957.0,3041.0,23.15
26345000AZ0010,2.2,1.0,0.906,1388.0,1167.0,15.92
26345000AZ0019,2.3,0.8,0.838,3005.0,2732.0,9.08
26345000AZ0041,2.3,1.2,1.356,2027.0,626.0,69.12
26345000AZ0042,2.1,0.8,0.918,3315.0,2852.0,13.97
26345000AZ0096,2.2,0.8,0.985,6053.0,5077.0,16.12
26345000AZ0150,2.0,0.8,0.939,2668.0,2464.0,7.65
26345000AZ0151,1.7,0.8,0.943,3161.0,2910.0,7.94
26345000AZ0187,2.3,0.8,1.08,7125.0,5272.0,26.01
26345000AZ0188,2.0,1.2,1.232,3797.0,1916.0,49.54
26345000AZ0225,2.3,0.8,0.804,479.0,415.0,13.36
26345000AZ0226,2.2,0.8,0.999,1516.0,1183.0,21.97
26345000AZ0228,2.5,0.8,0.974,9066.0,7802.0,13.94
26345000AZ0238,2.4,0.8,1.024,4754.0,4120.0,13.34
26345000AZ0249,2.3,1.0,0.884,4243.0,3674.0,13.41
26345000AZ0257,2.0,1.1,1.008,2536.0,1895.0,25.28
26345000AZ0299,2.1,1.2,1.053,1820.0,1274.0,30.0
26345000BC0031,2.2,0.8,1.036,3864.0,2979.0,22.9
26345000BC0081,2.0,0.8,1.009,1682.0,1390.0,17.36
26345000BC0087,2.1,0.8,0.973,1949.0,1567.0,19.6
26345000BC0090,2.1,0.8,1.07,2979.0,1983.0,33.43
26345000BD0016,2.5,1.2,1.153,1285.0,878.0,31.67
26345000BD0030,2.2,0.8,0.927,2904.0,2408.0,17.08
26345000BD0050,2.3,1.1,1.161,760.0,497.0,34.61
26345000BD0115,2.1,0.8,0.996,1620.0,1256.0,22.47
26345000BD0149,2.3,1.2,1.396,3693.0,901.0,75.6
26345000BD0164,2.1,1.2,1.022,875.0,652.0,25.49
26345000BD0173,2.4,0.8,0.785,941.0,819.0,12.96
26345000BE0046,2.1,1.2,1.149,740.0,432.0,41.62
26345000BH0003,2.4,1.2,1.246,1880.0,1020.0,45.74
26345000BH0019,2.3,0.8,0.898,3147.0,2527.0,19.7
26345000BH0037,2.1,0.8,0.936,962.0,776.0,19.33
26345000BH0045,2.4,0.8,0.981,700.0,584.0,16.57
26345000BH0124,2.3,1.2,1.265,5895.0,2600.0,55.89
26345000BH0164,2.5,0.9,1.161,1204.0,757.0,37.13
26345000BH0198,2.5,0.9,1.061,10587.0,7878.0,25.59
26345000BI0024,2.3,0.8,0.911,439.0,372.0,15.26
26345000BI0034,1.3,0.8,1.045,8147.0,6523.0,19.93
26345000BI0062,1.8,1.1,1.16,2430.0,1654.0,31.93
26345000BI0078,1.8,1.0,1.026,43.0,39.0,9.3
26345000BK0121,2.4,0.8,0.971,1265.0,1080.0,14.62
26345000BK0160,2.4,0.9,0.936,795.0,700.0,11.95
26345000BK0270,2.4,1.0,0.917,946.0,790.0,16.49
26345000BK0321,2.2,1.2,1.172,535.0,299.0,44.11
26345000BK0355,2.5,0.8,1.021,10743.0,8520.0,20.69
26345000BL0085,2.5,0.8,1.077,4608.0,3350.0,27.3
26345000BL0142,2.2,1.2,1.364,1190.0,369.0,68.99
26345000BM0005,2.0,1.1,1.156,12779.0,8697.0,31.94
26345000BM0024,2.3,0.8,1.075,39155.0,29478.0,24.71
26345000BM0040,2.3,1.1,1.119,3502.0,2317.0,33.84
26345000BM0048,2.0,0.8,1.033,8785.0,6981.0,20.54
26345000BM0066,2.2,0.8,0.836,4917.0,4355.0,11.43
26345000BM0092,2.5,0.8,1.039,1641.0,1318.0,19.68
26345000BM0116,2.3,1.2,1.199,10620.0,6556.0,38.27
263470000B0021,1.2,0.8,0.999,282.0,232.0,17.73
263470000B0266,1.3,0.8,1.063,1178.0,919.0,21.99
263470000B0290,1.4,0.8,0.747,894.0,866.0,3.13
263480000C0054,2.0,0.8,0.95,2409.0,2091.0,13.2
263480000C0361,2.3,0.8,1.214,2763.0,1594.0,42.31
263480000C0440,1.1,0.8,1.178,4309.0,2731.0,36.62
263480000D0013,2.5,0.9,0.94,837.0,728.0,13.02
263480000D0027,2.0,0.9,1.019,1329.0,1110.0,16.48
263480000D0037,2.3,0.9,0.829,1371.0,1175.0,14.3
263480000D0053,2.4,0.9,0.791,738.0,665.0,9.89
263480000D0066,2.0,1.2,1.171,1540.0,1031.0,33.05
263480000D0136,2.4,0.8,0.94,668.0,515.0,22.9
263480000D0145,1.9,1.2,1.413,550.0,114.0,79.27
263480000D0348,2.3,1.0,0.983,1144.0,892.0,22.03
263480000D0551,2.3,0.8,1.166,3221.0,2145.0,33.41
263480000D0562,2.3,0.8,1.167,3497.0,2188.0,37.43
263480000D0567,2.3,0.8,1.026,4175.0,3056.0,26.8
263480000D0636,1.6,1.1,1.268,395.0,199.0,49.62
263480000D0716,1.4,0.8,1.165,2192.0,1433.0,34.63
263480000D0730,2.0,1.2,1.368,1509.0,478.0,68.32
263480000D0956,1.6,0.8,1.1,5986.0,4449.0,25.68
263480000D0968,2.4,0.8,1.245,2277.0,1117.0,50.94
263480000D1006,2.5,0.8,1.138,691.0,402.0,41.82
263480000D1094,2.2,0.8,1.227,2200.0,1207.0,45.14
263480000E0272,2.5,0.9,1.081,3675.0,2807.0,23.62
263480000E0673,2.1,0.8,1.4,7322.0,1553.0,78.79
263480000E0843,2.3,1.1,1.169,2588.0,1549.0,40.15
263480000E0857,2.2,0.8,1.118,7725.0,5217.0,32.47
263480000F0428,2.4,0.8,1.021,3618.0,2884.0,20.29
26348000AL0061,2.5,0.8,1.054,11269.0,8615.0,23.55
26348000AS0008,2.1,0.8,1.384,4558.0,1187.0,73.96
263570000A0234,2.5,1.2,1.395,9902.0,2487.0,74.88
263570000B0047,2.5,1.2,1.391,735.0,178.0,75.78
263570000B0085,1.9,1.2,1.335,1212.0,452.0,62.71
263570000B0096,2.2,0.8,1.23,641.0,329.0,48.67
263570000B0351,2.0,0.8,1.05,1889.0,1347.0,28.69
263570000B0385,2.4,1.2,1.198,2779.0,1711.0,38.43
263570000C0027,2.2,0.8,1.25,1390.0,637.0,54.17
263570000C0042,2.0,0.8,1.098,2192.0,1351.0,38.37
263570000C0059,2.2,0.8,0.978,1696.0,1284.0,24.29
263570000C0137,2.2,0.8,1.027,3620.0,2906.0,19.72
263570000C0149,2.4,0.8,1.181,1278.0,781.0,38.89
263570000C0193,2.3,0.8,1.18,302.0,198.0,34.44
263570000C0205,2.4,0.8,0.982,4462.0,3512.0,21.29
263570000C0272,2.1,1.2,1.28,1442.0,629.0,56.38
263570000D0073,2.2,0.8,1.131,3759.0,2429.0,35.38
263570000D0250,2.2,0.8,1.219,3116.0,1744.0,44.03
263570000D0263,2.2,0.8,1.151,14619.0,9705.0,33.61
263570000E0015,2.3,0.9,1.265,1506.0,665.0,55.84
263570000E0047,2.3,0.8,1.106,2887.0,1939.0,32.84
263570000E0078,2.4,0.8,1.204,529.0,284.0,46.31
263570000E0087,2.2,0.8,1.138,2120.0,1342.0,36.7
263570000E0100,2.4,0.8,1.018,1967.0,1461.0,25.72
263570000E0137,2.3,0.8,0.852,1811.0,1628.0,10.1
263570000E0180,2.1,0.8,1.111,1036.0,759.0,26.74
263570000H0008,2.5,0.9,1.16,9143.0,5978.0,34.62
263570000H0117,2.2,0.8,1.401,1204.0,250.0,79.24
263570000H0140,2.2,0.8,0.882,1234.0,1021.0,17.26
263570000H0169,2.3,0.8,0.953,2733.0,2046.0,25.14
263570000H0191,2.3,0.8,0.979,2465.0,1832.0,25.68
263570000H0206,2.1,0.8,1.062,2754.0,1879.0,31.77
263570000H0217,2.4,1.0,1.227,576.0,326.0,43.4
263570000H0233,2.4,1.2,1.39,1631.0,376.0,76.95
263570000H0428,2.3,1.2,1.228,2246.0,1084.0,51.74
263570000H0554,2.5,1.0,1.177,3066.0,1990.0,35.09
263570000I0011,2.3,0.8,1.002,2748.0,2095.0,23.76
263570000I0069,2.4,0.8,1.094,2501.0,1832.0,26.75
263570000I0204,2.0,0.8,0.958,996.0,756.0,24.1
263570000I0206,2.2,0.8,0.926,11626.0,9465.0,18.59
263570000I0272,2.2,0.8,0.999,4042.0,3190.0,21.08
263570000K0018,2.1,0.8,0.837,2604.0,2422.0,6.99
263570000K0020,2.2,0.8,0.964,2641.0,2160.0,18.21
263570000K0055,2.2,0.8,0.853,2682.0,2367.0,11.74
263570000K0066,2.1,1.2,1.326,723.0,283.0,60.86
263570000K0103,2.5,1.2,1.216,1640.0,951.0,42.01
263570000K0154,2.4,0.9,1.024,1782.0,1258.0,29.41
263570000L0057,2.5,1.2,1.35,915.0,304.0,66.78
263570000L0058,2.4,1.0,1.348,996.0,319.0,67.97
263570000L0112,2.4,1.2,1.237,221.0,97.0,56.11
263570000L0122,2.2,0.9,0.801,1611.0,1417.0,12.04
263570000L0265,2.3,1.0,0.917,1543.0,1249.0,19.05
263570000M0015,2.1,0.8,1.059,3778.0,2768.0,26.73
263570000M0019,2.3,1.2,1.151,2704.0,1612.0,40.38
263570000M0020,2.3,0.8,1.106,3802.0,2628.0,30.88
263570000M0025,1.1,0.8,1.061,15045.0,11547.0,23.25
263570000M0065,2.5,0.8,1.084,6033.0,4041.0,33.02
263570000M0072,1.9,0.8,1.1,870.0,611.0,29.77
263570000M0118,2.3,0.8,1.146,644.0,443.0,31.21
263570000M0121,2.5,0.8,1.15,610.0,394.0,35.41
263570000M0135,2.3,0.8,0.956,1155.0,862.0,25.37
263570000M0237,2.4,0.9,1.061,669.0,469.0,29.9
263570000M0258,2.5,0.8,0.9,1482.0,1261.0,14.91
263570000M0271,2.5,0.9,1.062,1359.0,1065.0,21.63
263570000M0279,2.4,0.8,0.869,1499.0,1418.0,5.4
263570000M0298,2.1,0.8,0.921,130.0,102.0,21.54
263570000N0038,2.5,1.0,1.441,2403.0,348.0,85.52
263570000N0167,2.1,1.2,1.109,1020.0,652.0,36.08
263570000N0221,2.2,1.2,1.373,1410.0,415.0,70.57
263570000N0264,2.2,0.8,1.175,21088.0,13384.0,36.53
263570000O0014,2.1,0.8,1.201,2377.0,1321.0,44.43
263570000O0104,2.5,0.9,1.17,444.0,260.0,41.44
263570000O0140,2.2,1.0,1.067,3750.0,2748.0,26.72
263570000O0171,1.6,0.8,1.187,8119.0,5160.0,36.45
263570000O0178,2.2,0.9,1.019,806.0,679.0,15.76
263570000O0273,2.3,1.2,1.029,584.0,451.0,22.77
263570000P0120,2.2,0.8,0.694,1469.0,1417.0,3.54
263570000P0124,2.3,0.8,0.971,11337.0,9602.0,15.3
263570000P0130,2.3,0.8,1.053,778.0,564.0,27.51
263570000P0131,2.2,0.9,0.922,5150.0,4625.0,10.19
263570000P0148,2.3,0.8,1.216,2149.0,1266.0,41.09
263570000P0196,2.1,1.2,1.082,994.0,748.0,24.75
263570000P0199,2.5,1.2,1.33,1738.0,667.0,61.62
263570000P0216,2.2,0.8,0.818,211.0,192.0,9.0
263570000P0251,2.2,1.2,1.264,737.0,366.0,50.34
263570000P0300,2.4,0.9,1.196,440.0,276.0,37.27
263570000P0351,2.3,0.8,1.137,2002.0,1213.0,39.41
263570000R0083,2.1,0.8,1.26,1642.0,704.0,57.13
263570000S0070,2.0,1.2,1.285,1939.0,768.0,60.39
263570000S0072,1.9,0.8,0.977,1832.0,1480.0,19.21
263570000S0081,2.2,0.8,0.891,905.0,754.0,16.69
263570000S0084,2.2,0.8,0.952,2289.0,1841.0,19.57
263570000S0097,2.3,0.8,0.861,3552.0,3089.0,13.03
263570000T0015,2.2,0.8,0.922,1890.0,1545.0,18.25
263570000T0042,1.9,0.8,1.229,889.0,503.0,43.42
263570000T0087,1.1,0.8,1.007,6412.0,5265.0,17.89
263570000T0091,2.1,0.8,1.105,21649.0,15920.0,26.46
263570000T0130,1.1,0.8,0.976,5463.0,4633.0,15.19
263570000T0159,2.2,1.2,1.404,1062.0,252.0,76.27
263570000V0018,2.4,0.8,0.896,1487.0,1391.0,6.46
263570000V0022,2.1,1.2,1.075,1859.0,1375.0,26.04
263570000V0033,2.2,0.8,0.962,3390.0,2854.0,15.81
263570000V0098,2.4,0.8,1.046,16263.0,13213.0,18.75
263570000V0278,2.3,1.1,1.241,1304.0,629.0,51.76
263570000X0041,2.4,0.8,1.037,4200.0,3389.0,19.31
263570000X0063,2.0,0.8,0.943,1204.0,933.0,22.51
263570000X0089,2.1,0.8,0.829,424.0,365.0,13.92
263570000X0152,2.4,0.8,1.139,1224.0,838.0,31.54
263570000X0225,1.9,0.9,1.427,1722.0,295.0,82.87
263570000X0243,2.2,1.0,0.997,3950.0,2994.0,24.2
263570000X0285,2.3,0.8,1.042,1011.0,698.0,30.96
263570000Y0042,2.0,1.0,1.055,14812.0,11367.0,23.26
263570000Y0183,2.4,0.9,1.26,769.0,367.0,52.28
263570000Y0229,2.3,0.8,1.18,800.0,472.0,41.0
263570000Y0289,1.5,0.9,1.013,6092.0,5225.0,14.23
263570000Y0296,2.1,1.2,1.369,749.0,199.0,73.43
263570000Y0316,1.8,0.8,0.932,1910.0,1686.0,11.73
263570000Y0493,2.2,0.8,1.175,8085.0,3920.0,51.52
263570000Y0678,2.2,0.8,1.135,1952.0,1267.0,35.09
263570000Y0735,2.2,0.8,1.025,4436.0,3428.0,22.72
26367000AD0149,2.5,0.8,1.179,2948.0,1788.0,39.35
26367000AE0099,1.6,0.8,1.105,5584.0,4078.0,26.97
26367000AE0155,2.3,0.8,1.222,2982.0,1731.0,41.95
26367000AE0158,2.5,0.8,1.138,5508.0,3746.0,31.99
26367000AE0297,1.6,0.8,1.095,3801.0,2737.0,27.99
26367000AE0473,2.4,0.8,1.316,2114.0,796.0,62.35
26367000AH0015,2.0,1.2,1.179,6739.0,4394.0,34.8
26367000AH0077,2.4,0.8,1.315,813.0,313.0,61.5
26367000AI0027,2.3,0.8,1.009,3622.0,3052.0,15.74
26367000AI0028,1.3,0.8,1.158,14282.0,9651.0,32.43
26367000AI0053,2.2,1.2,1.323,539.0,214.0,60.3
26367000AK0052,2.3,0.8,1.151,2152.0,1444.0,32.9
26367000AK0105,2.5,1.2,1.213,442.0,228.0,48.42
26367000AM0018,2.5,0.8,1.202,1884.0,1151.0,38.91
26367000AN0039,2.2,0.8,1.148,3835.0,2603.0,32.13
26367000AO0103,1.9,0.9,1.158,1662.0,1133.0,31.83
26367000AO0140,1.4,0.8,1.078,4417.0,3424.0,22.48
26367000AO0163,1.6,0.8,1.026,4888.0,3994.0,18.29
26367000AO0198,2.1,0.8,1.044,8492.0,7157.0,15.72
26367000AP0015,2.0,1.0,1.133,479.0,335.0,30.06
26367000AP0070,1.8,0.9,1.362,12529.0,3648.0,70.88
26367000AR0013,1.6,1.0,1.208,14762.0,8913.0,39.62
26367000AR0104,2.0,0.9,1.149,1982.0,1382.0,30.27
26367000AR0231,2.5,1.1,1.317,211.0,80.0,62.09
26367000AR0270,1.7,0.9,1.361,10563.0,3223.0,69.49
263770000B0031,2.4,0.8,1.22,12760.0,7161.0,43.88
263770000B0071,2.3,1.2,1.081,272.0,209.0,23.16
263770000B0111,2.4,0.8,0.83,1703.0,1530.0,10.16
263770000B0145,2.3,0.8,1.201,3093.0,1868.0,39.61
263770000B0146,2.3,0.8,1.159,6398.0,4381.0,31.53
263770000B0302,2.3,0.8,1.085,3015.0,2233.0,25.94
263770000B0323,2.4,1.2,1.293,410.0,168.0,59.02
263770000B0402,2.4,0.9,1.052,668.0,544.0,18.56
263770000B0472,1.7,0.8,1.25,4475.0,2384.0,46.73
263770000B0477,2.5,0.8,1.245,2570.0,1135.0,55.84
263770000B0480,2.5,0.8,1.154,28051.0,19432.0,30.73
263770000H0070,2.5,0.9,1.147,20074.0,13876.0,30.88
263770000H0099,2.2,1.0,1.199,6190.0,3696.0,40.29
263770000H0314,2.5,0.8,1.134,2715.0,1927.0,29.02
263770000H0371,2.3,0.8,1.115,18203.0,13454.0,26.09
263770000H0410,2.1,0.8,1.071,2325.0,1862.0,19.91
263770000H0505,2.3,0.8,1.125,179.0,121.0,32.4
263770000H0557,2.5,0.8,1.299,3020.0,1350.0,55.3
263770000H0574,1.6,1.2,1.435,11.0,2.0,81.82
263770000H0622,2.4,0.8,1.037,13971.0,11566.0,17.21
26377000AB0129,2.4,0.8,1.141,13084.0,8842.0,32.42
26377000AB0163,2.3,0.8,0.857,4110.0,3433.0,16.47
26377000AB0182,2.4,1.0,1.207,14866.0,8519.0,42.69
26377000AB0372,2.4,0.8,1.176,5818.0,3717.0,36.11
26377000AB0390,1.7,0.8,1.106,17487.0,12954.0,25.92
26377000AB0438,2.4,1.2,1.153,227.0,155.0,31.72
26377000AB0444,2.3,0.8,1.205,7901.0,4652.0,41.12
26377000AC0032,1.9,0.8,1.148,13013.0,8502.0,34.67
26377000AC0036,1.9,0.8,1.101,46846.0,33170.0,29.19
26377000AC0073,2.5,0.8,0.913,1665.0,1383.0,16.94
26377000AD0073,2.4,1.2,1.192,403.0,219.0,45.66
26377000AD0084,2.5,1.2,1.193,2650.0,1482.0,44.08
26377000AE0007,2.5,1.2,1.358,868.0,270.0,68.89
26377000AE0053,1.9,0.8,1.286,14115.0,6175.0,56.25
26377000AE0122,2.2,0.8,1.117,1526.0,1075.0,29.55
26377000AE0178,1.4,0.8,1.026,2677.0,2172.0,18.86
26377000AH0132,2.5,0.9,1.179,2050.0,1250.0,39.02
26377000AH0155,2.3,1.0,1.209,1736.0,1040.0,40.09
26377000AH0167,2.3,1.2,1.336,1725.0,657.0,61.91
26377000AH0200,2.5,0.8,1.173,126.0,76.0,39.68
26377000AI0084,2.5,1.2,1.175,1321.0,779.0,41.03
26377000AI0196,1.5,0.9,1.267,3560.0,1720.0,51.69
26377000AI0291,2.0,1.0,1.146,315.0,219.0,30.48
26377000AK0024,2.2,0.9,1.236,1395.0,786.0,43.66
26377000AK0081,1.4,0.8,1.086,632.0,466.0,26.27
26377000AK0086,2.5,0.8,1.031,1582.0,1115.0,29.52
26377000AK0104,2.5,0.8,1.138,1828.0,1180.0,35.45
26377000AK0130,2.3,0.8,1.131,1353.0,949.0,29.86
26377000AK0164,2.1,0.8,0.933,2165.0,1982.0,8.45
26377000AK0231,1.5,0.8,1.001,1630.0,1390.0,14.72
26377000AK0247,1.2,1.0,1.238,5476.0,2954.0,46.06
26377000AK0331,2.3,0.8,1.171,1546.0,858.0,44.5
26377000AK0571,1.5,0.9,1.023,196.0,155.0,20.92
26377000AM0011,1.7,0.8,1.018,520.0,425.0,18.27
26377000AM0063,2.3,0.8,1.162,241.0,134.0,44.4
26377000AM0097,2.0,0.8,1.021,2518.0,2100.0,16.6
26377000AM0100,1.4,0.8,1.157,6228.0,4236.0,31.98
26377000AM0169,2.5,1.2,1.245,640.0,356.0,44.38
26377000AM0173,1.4,1.2,1.276,5977.0,2888.0,51.68
26377000AM0387,2.4,0.8,1.049,723.0,524.0,27.52
26377000AN0028,1.3,0.8,1.122,6120.0,4340.0,29.08
26377000AN0071,2.2,0.9,1.101,1649.0,1100.0,33.29
26377000AN0149,1.9,0.8,1.006,28.0,25.0,10.71
26377000AN0162,1.8,0.8,1.203,307.0,175.0,43.0
26377000AN0213,2.5,0.8,1.157,817.0,513.0,37.21
26377000AO0122,1.0,1.2,1.277,670.0,333.0,50.3
26377000AP0031,1.6,1.1,1.19,1056.0,689.0,34.75
26377000AP0053,2.5,1.1,1.144,105.0,71.0,32.38
26377000AP0237,1.4,1.1,1.334,935.0,333.0,64.39
26377000AR0031,2.5,0.8,1.004,1938.0,1497.0,22.76
26377000AR0032,2.4,0.8,1.03,2303.0,1670.0,27.49
