IDU,row_spacing,plant_spacing,rmse,points_expected,points_found,area_missing_pct
840370000H0304,2.5,0.5,0.886,2278.0,2064.0,9.39
840370000H0323,2.1,0.6,0.924,635.0,570.0,10.24
840370000H0407,2.3,1.4,1.155,1109.0,704.0,36.52
840370000H0408,2.3,1.5,1.127,1148.0,777.0,32.32
840370000H0427,2.5,1.2,1.225,3061.0,1722.0,43.74
840370000H0439,1.7,1.4,0.082,1.0,1.0,0.0
840370000I1005,2.0,0.5,0.913,2725.0,2366.0,13.17
840370000K0047,2.2,0.9,0.897,2008.0,1677.0,16.48
840370000K0194,1.5,0.6,1.058,16195.0,13248.0,18.2
840370000K0299,2.1,0.5,0.794,13917.0,12804.0,8.0
840390000A0129,1.3,0.6,0.979,3869.0,3232.0,16.46
840390000A0134,2.3,0.5,0.761,4068.0,3971.0,2.38
840390000A0150,2.1,0.9,1.119,1979.0,1423.0,28.09
840390000A0306,1.9,1.5,1.15,1367.0,788.0,42.36
840390000A0329,1.7,0.9,1.278,323.0,152.0,52.94
840390000A0332,1.9,1.4,1.113,1751.0,1235.0,29.47
840390000A0371,2.4,1.0,1.087,682.0,481.0,29.47
840390000A0372,2.3,1.5,1.326,301.0,122.0,59.47
840390000A0422,1.7,0.8,1.072,1259.0,957.0,23.99
840390000A0742,2.5,1.0,0.971,3846.0,3338.0,13.21
840390000A0786,2.0,1.3,0.92,643.0,540.0,16.02
840390000A0972,1.8,1.4,0.983,1756.0,1466.0,16.51
840390000A1151,1.8,0.7,1.021,3256.0,2670.0,18.0
840390000C0742,2.4,0.6,0.746,1964.0,1864.0,5.09
840390000C0789,1.9,1.2,1.236,882.0,418.0,52.61
840390000C0970,2.0,0.5,1.03,346.0,215.0,37.86
840390000C1426,2.4,0.7,0.911,1108.0,1029.0,7.13
840390000C1784,2.1,0.5,0.788,4629.0,4067.0,12.14
840390000D0040,2.1,0.5,0.59,2870.0,2849.0,0.73
840390000D0063,2.1,0.6,0.619,6215.0,5918.0,4.78
840390000D0072,1.9,0.5,0.772,5257.0,4807.0,8.56
840390000D0136,1.9,0.6,0.793,5982.0,5511.0,7.87
840390000D0178,2.0,1.0,1.01,582.0,430.0,26.12
840390000D0186,1.9,0.8,0.677,278.0,269.0,3.24
840390000D0214,2.4,1.2,1.011,3256.0,2717.0,16.55
840390000D0255,2.3,0.6,0.272,4.0,4.0,0.0
840390000D0315,2.1,0.6,0.872,2185.0,1917.0,12.27
840390000D0318,2.0,0.7,0.949,1083.0,869.0,19.76
840390000D0324,2.1,0.6,0.558,1699.0,1649.0,2.94
840390000D0363,2.3,0.5,0.856,371.0,327.0,11.86
840390000D0399,2.3,0.5,0.793,5964.0,5221.0,12.46
840390000D0413,2.0,0.7,0.904,492.0,410.0,16.67
840390000D0568,1.9,0.5,0.555,1617.0,1541.0,4.7
840390000D0608,2.4,1.1,1.142,1842.0,1297.0,29.59
840390000D0745,1.5,1.1,0.893,992.0,920.0,7.26
840390000D0876,2.0,0.6,0.711,1408.0,1285.0,8.74
840390000E0657,2.0,0.7,0.989,1758.0,1454.0,17.29
840390000E0669,2.0,0.5,0.795,981.0,919.0,6.32
840390000E0672,2.1,0.5,0.817,1311.0,1174.0,10.45
840390000E0786,2.2,0.6,0.775,3423.0,3024.0,11.66
840390000F0056,2.5,0.8,1.087,998.0,724.0,27.45
840390000F0105,2.2,0.5,0.951,3214.0,2653.0,17.45
840390000F0124,2.2,0.9,1.151,3078.0,1942.0,36.91
840390000F0134,2.3,0.8,0.922,200.0,182.0,9.0
840390000F0195,1.4,0.5,1.091,993.0,672.0,32.33
840390000F0212,2.4,0.8,1.006,939.0,820.0,12.67
840390000F0216,1.7,0.7,1.186,264.0,164.0,37.88
840390000F0283,1.8,0.9,1.04,875.0,638.0,27.09
840390000F0313,2.4,0.8,1.345,826.0,260.0,68.52
840390000F0346,1.9,1.4,1.293,759.0,282.0,62.85
840390000F0531,2.2,0.7,1.115,1175.0,669.0,43.06
840390000F0568,2.5,1.0,0.841,473.0,398.0,15.86
840390000F0597,2.5,1.1,1.161,1319.0,882.0,33.13
840390000F0677,1.9,0.6,0.997,1943.0,1421.0,26.87
840390000F0685,1.9,1.5,1.201,1377.0,719.0,47.79
840390000F0690,2.3,0.8,1.095,1816.0,1350.0,25.66
840390000F0695,2.4,0.5,0.833,1133.0,1017.0,10.24
840390000F0700,2.5,0.6,1.083,2207.0,1498.0,32.13
840390000F0733,2.0,0.5,0.925,2360.0,1948.0,17.46
840390000F0757,2.4,1.0,1.1,1029.0,783.0,23.91
840390000F0779,2.5,1.1,0.688,6.0,6.0,0.0
840390000F0870,1.3,1.2,1.288,1435.0,653.0,54.49
840390000F0893,1.8,0.5,1.05,5777.0,4110.0,28.86
840390000F0953,2.2,0.5,0.942,819.0,619.0,24.42
840390000F0985,2.1,0.7,1.047,648.0,504.0,22.22
840390000F0987,2.4,1.2,0.952,8.0,6.0,25.0
840390000F1027,2.0,1.0,1.098,1723.0,1176.0,31.75
840390000F1034,2.0,0.8,1.08,1653.0,1054.0,36.24
840390000F1037,2.5,0.7,1.054,880.0,699.0,20.57
840390000F1070,2.1,1.3,1.241,1916.0,1051.0,45.15
840390000F1100,2.1,0.9,1.144,105.0,71.0,32.38
840390000F1134,2.1,0.7,0.78,326.0,288.0,11.66
840390000F1145,2.1,0.9,1.071,512.0,338.0,33.98
840390000F1189,2.1,0.8,1.164,588.0,361.0,38.61
840390000F1227,2.3,0.5,1.14,4720.0,2985.0,36.76
840390000F1256,2.0,0.8,1.436,2191.0,323.0,85.26
840390000F1287,1.8,1.2,1.009,734.0,564.0,23.16
840390000F1359,2.0,0.8,1.138,648.0,437.0,32.56
840390000F1408,2.3,0.8,1.174,40.0,26.0,35.0
840390000F1466,1.5,0.6,0.699,1405.0,1398.0,0.5
840390000F1514,2.0,0.9,0.82,864.0,772.0,10.65
840390000F1534,2.0,0.5,1.032,7651.0,5412.0,29.26
840390000F1629,2.4,0.5,0.65,1139.0,1067.0,6.32
840390000F1650,2.5,1.1,1.365,1049.0,296.0,71.78
840390000G0038,1.9,0.6,0.884,4077.0,3364.0,17.49
840390000G0040,1.9,0.6,0.918,3249.0,2644.0,18.62
840390000G0098,2.0,0.5,0.595,717.0,644.0,10.18
840390000G0186,2.5,0.8,1.051,1259.0,992.0,21.21
840390000G0226,1.9,0.5,0.752,2426.0,2211.0,8.86
840390000G0249,2.0,0.5,1.199,7967.0,4431.0,44.38
840390000G0258,2.5,0.5,0.942,2229.0,1915.0,14.09
840390000G0319,2.1,0.5,0.836,837.0,729.0,12.9
840390000G0357,1.8,0.7,0.979,777.0,622.0,19.95
840390000G0360,2.5,0.7,0.91,32.0,29.0,9.38
840390000G0366,1.9,0.5,0.879,533.0,459.0,13.88
840390000G0369,2.0,0.5,0.927,1671.0,1464.0,12.39
840390000G0432,2.2,1.4,1.15,909.0,594.0,34.65
840390000G0441,2.0,0.5,0.943,2261.0,1841.0,18.58
840390000G0511,1.9,0.6,0.937,8375.0,7393.0,11.73
840390000G0543,1.0,0.5,0.883,5693.0,5055.0,11.21
840390000G0634,2.4,0.5,0.823,1800.0,1667.0,7.39
840390000G1253,2.1,0.8,1.055,3139.0,2354.0,25.01
840390000G1449,2.2,0.5,0.799,365.0,322.0,11.78
840390000G1768,1.7,0.5,1.198,195.0,101.0,48.21
840390000G1770,2.2,0.5,1.059,201.0,116.0,42.29
840390000G1993,2.4,0.5,0.982,9822.0,7981.0,18.74
840390000H0013,2.0,1.2,0.961,3824.0,3044.0,20.4
840390000H0036,2.0,1.0,0.958,996.0,781.0,21.59
840390000H0039,2.0,0.9,0.974,443.0,341.0,23.02
840390000H0043,2.3,1.5,1.16,602.0,386.0,35.88
840390000H0060,2.0,1.1,1.084,402.0,258.0,35.82
840390000H0123,2.0,1.1,0.837,1008.0,880.0,12.7
840390000H0217,2.0,1.0,0.958,626.0,544.0,13.1
840390000H0222,2.1,0.7,0.757,641.0,605.0,5.62
840390000H0224,2.5,0.6,0.864,523.0,415.0,20.65
840390000H0226,1.8,0.7,0.896,1833.0,1546.0,15.66
840390000H0276,2.2,0.5,0.737,3434.0,3074.0,10.48
840390000H0311,2.2,0.6,0.652,4457.0,4401.0,1.26
840390000H0457,2.4,0.6,1.178,3597.0,2144.0,40.39
840390000H0518,2.3,0.7,1.409,4010.0,725.0,81.92
840390000H0521,2.4,0.6,1.171,5157.0,3292.0,36.16
840390000H0555,2.1,0.9,1.013,811.0,614.0,24.29
840390000H0572,1.9,0.9,1.163,2948.0,1806.0,38.74
840390000H0662,1.8,0.6,0.936,4356.0,3458.0,20.62
840390000H0740,1.8,1.3,0.944,408.0,317.0,22.3
840390000H1339,2.2,1.3,1.055,238.0,180.0,24.37
840390000H1689,2.0,0.9,1.337,3747.0,1196.0,68.08
840390000H1850,2.2,1.5,1.248,2061.0,1113.0,46.0
840390000H2170,2.1,0.9,1.028,6167.0,4893.0,20.66
84039000AB0005,2.3,1.4,1.106,7322.0,5313.0,27.44
84039000AB0010,2.0,1.2,1.116,3253.0,2274.0,30.1
84039000AB0041,2.0,1.0,1.017,3397.0,2526.0,25.64
84039000AB0042,1.8,0.8,0.985,1367.0,1173.0,14.19
84039000AL0061,2.3,0.5,0.746,8790.0,8255.0,6.09
84039000AZ0075,2.4,0.5,0.983,5679.0,4155.0,26.84
840400000A0100,2.4,1.2,1.217,384.0,235.0,38.8
840400000B0228,2.4,0.9,1.101,540.0,350.0,35.19
840400000B0353,2.5,0.8,1.161,2748.0,1758.0,36.03
840400000C0221,2.4,1.3,1.103,1510.0,984.0,34.83
840400000C0710,1.5,0.8,1.377,14786.0,3830.0,74.1
840400000C0970,2.3,0.8,1.093,2629.0,2017.0,23.28
840400000C1177,2.2,0.8,1.266,5773.0,2838.0,50.84
840400000D0171,2.3,0.8,1.116,4481.0,3173.0,29.19
840400000D0235,1.1,0.9,1.229,1084.0,588.0,45.76
840400000D0333,2.5,0.8,0.927,3742.0,3269.0,12.64
840400000E0463,2.4,1.2,1.279,3732.0,1777.0,52.38
840400000E0491,2.1,0.9,1.173,682.0,369.0,45.89
84041000AC0187,2.4,1.5,1.303,4748.0,1948.0,58.97
84041000AD0166,2.1,0.9,1.12,1767.0,1225.0,30.67
84041000AD0232,2.1,0.8,1.059,138.0,103.0,25.36
84041000AH0258,1.5,1.5,1.323,8462.0,3466.0,59.04
84041000AK0078,2.3,1.3,1.328,1600.0,635.0,60.31
84041000AL0113,2.5,1.5,1.371,2100.0,612.0,70.86
84041000AN0166,2.4,0.8,0.962,446.0,353.0,20.85
840420000B0354,2.3,0.8,1.113,3073.0,2265.0,26.29
840420000C0207,2.3,0.8,1.127,2689.0,1964.0,26.96
840420000C0328,2.4,0.8,1.268,2340.0,1174.0,49.83
840420000C0509,2.5,1.0,1.413,231.0,45.0,80.52
840420000C0642,2.4,0.9,1.097,979.0,627.0,35.96
840420000C0761,2.4,0.8,1.203,2539.0,1503.0,40.8
840420000C0872,2.5,0.8,1.402,5363.0,1075.0,79.96
840420000C1136,2.4,0.8,1.31,5879.0,2401.0,59.16
840420000C1265,2.4,0.8,1.079,1300.0,834.0,35.85
840420000D0115,2.3,0.8,1.303,2681.0,1117.0,58.34
840420000D0306,2.0,0.8,1.458,814.0,79.0,90.29
840420000D0351,2.0,0.8,1.324,4106.0,1690.0,58.84
840420000D0626,2.5,0.8,1.23,6206.0,3522.0,43.25
840420000D0638,2.5,0.8,1.218,289.0,141.0,51.21
840420000D0965,2.3,0.9,1.379,2719.0,771.0,71.64
840420000E0039,2.5,0.8,1.33,1393.0,512.0,63.24
840420000E0096,2.5,1.1,1.196,3728.0,2064.0,44.64
840420000E0101,2.5,0.9,1.303,7347.0,2912.0,60.36
840420000E0148,2.5,0.8,1.103,2106.0,1356.0,35.61
840420000E0294,2.5,0.8,1.207,3379.0,1789.0,47.06
840420000E0584,2.2,0.8,1.172,8020.0,5280.0,34.16
840420000E0947,2.4,0.8,1.128,5248.0,3565.0,32.07
840420000E1045,2.5,0.8,1.093,3100.0,2100.0,32.26
840420000E1068,2.4,0.8,0.983,7664.0,6456.0,15.76
840420000F0043,2.2,1.2,1.417,732.0,145.0,80.19
840420000F0353,2.3,0.8,1.389,1869.0,440.0,76.46
840420000F0470,2.5,0.8,1.434,4658.0,720.0,84.54
840420000F0528,2.5,0.8,1.035,1426.0,1078.0,24.4
840420000F0886,2.1,0.8,1.309,31166.0,11426.0,63.34
840440000A0378,2.4,0.9,1.201,1309.0,786.0,39.95
840440000A0655,2.5,0.8,1.142,6136.0,4126.0,32.76
840440000B0328,2.5,0.8,1.048,1429.0,1153.0,19.31
840440000B0405,2.3,0.8,0.963,5280.0,4176.0,20.91
840440000B0888,2.5,0.8,1.042,1806.0,1426.0,21.04
840440000C0130,2.5,0.8,1.265,360.0,170.0,52.78
840440000C0181,2.4,0.8,1.025,1623.0,1163.0,28.34
840440000C0202,2.2,0.8,1.047,4129.0,3335.0,19.23
840440000C0283,2.2,1.4,1.269,507.0,250.0,50.69
840440000C0285,2.4,0.8,1.07,1133.0,855.0,24.54
840440000C0476,2.4,1.0,1.189,2487.0,1593.0,35.95
840440000C0703,2.4,1.5,1.164,577.0,327.0,43.33
840440000C1109,2.2,0.8,1.236,2021.0,1167.0,42.26
840440000C1112,2.0,1.5,1.315,1232.0,512.0,58.44
840440000D0734,2.5,0.8,0.995,775.0,535.0,30.97
840440000D1490,2.2,0.8,1.182,6450.0,4047.0,37.26
840450000A0003,2.1,0.8,1.212,700.0,387.0,44.71
840450000A0064,1.4,0.8,1.079,2327.0,1790.0,23.08
840450000A0072,2.2,0.8,1.215,1317.0,753.0,42.82
840450000A0086,2.3,1.2,1.355,258.0,78.0,69.77
840450000A0146,2.2,0.8,1.037,1108.0,892.0,19.49
840450000A0188,1.4,0.8,1.137,1525.0,1009.0,33.84
840450000A0191,1.7,1.1,1.222,2246.0,1333.0,40.65
840450000A0193,2.3,0.8,1.004,2126.0,1804.0,15.15
840450000A0201,2.4,0.9,1.132,965.0,668.0,30.78
840450000A0218,2.5,0.8,0.982,1124.0,808.0,28.11
840450000A0235,2.4,0.8,1.144,223.0,138.0,38.12
840450000A0302,2.4,0.8,1.033,1858.0,1380.0,25.73
840450000A0316,2.5,0.8,0.964,1100.0,854.0,22.36
840450000A0437,2.5,0.9,1.182,4077.0,2550.0,37.45
840450000B0037,2.4,0.9,1.092,7712.0,5548.0,28.06
840450000B0060,2.3,0.8,1.234,820.0,395.0,51.83
840450000B0067,2.5,1.2,1.331,561.0,208.0,62.92
840450000B0083,1.9,1.2,1.341,1900.0,697.0,63.32
840450000B0116,2.5,0.9,1.231,1232.0,655.0,46.83
840450000B0200,2.2,0.8,1.256,2997.0,1467.0,51.05
840450000B0214,2.5,0.8,1.109,1481.0,1031.0,30.38
840450000B0227,2.2,0.8,1.006,261.0,202.0,22.61
840450000B0265,1.3,1.0,1.196,9730.0,5999.0,38.35
840450000B0337,2.5,0.8,1.06,487.0,323.0,33.68
840450000C0016,2.4,0.8,1.121,807.0,564.0,30.11
840450000C0141,2.5,0.8,1.106,998.0,647.0,35.17
840450000C0256,2.5,0.8,1.003,903.0,736.0,18.49
840450000C0305,1.7,1.2,1.389,2847.0,739.0,74.04
840450000C0326,2.4,0.8,1.229,852.0,433.0,49.18
840450000C0339,2.4,0.8,1.176,862.0,526.0,38.98
840450000C0355,2.4,0.9,1.213,1772.0,982.0,44.58
840450000C0366,2.4,1.0,1.122,1022.0,686.0,32.88
840450000C0566,1.3,0.8,1.087,8868.0,6584.0,25.76
840450000C0631,2.5,0.8,1.257,2157.0,1084.0,49.75
840450000C1178,2.2,0.9,1.193,38279.0,22002.0,42.52
840450000D0040,2.1,0.8,1.116,5505.0,3918.0,28.83
840450000D0097,1.3,0.8,1.095,2385.0,1798.0,24.61
840450000D0254,2.3,0.8,1.26,9138.0,4285.0,53.11
840450000D0316,2.5,0.8,1.044,2396.0,1877.0,21.66
840450000D0330,2.5,0.8,1.031,2093.0,1502.0,28.24
84046000AB0006,1.5,0.8,1.15,558.0,378.0,32.26
84046000AB0007,2.5,0.8,1.236,1616.0,785.0,51.42
84046000AB0038,2.3,0.8,1.103,1626.0,1172.0,27.92
84046000AC0026,2.4,0.8,1.306,997.0,376.0,62.29
84046000AC0067,2.3,0.8,1.179,568.0,366.0,35.56
84046000AC0071,2.5,0.8,1.153,3329.0,1994.0,40.1
84046000AC0160,2.5,0.8,1.084,992.0,720.0,27.42
84046000AC0179,1.8,0.8,1.372,694.0,216.0,68.88
84046000AD0005,2.3,0.9,1.215,1936.0,1057.0,45.4
84046000AD0006,2.5,0.8,0.985,808.0,622.0,23.02
84046000AE0028,2.5,1.4,1.428,1495.0,259.0,82.68
84046000AE0258,2.0,0.9,1.244,13367.0,6757.0,49.45
84046000AI0107,1.7,0.8,1.143,4454.0,3157.0,29.12
84046000AL0148,2.4,1.5,1.319,873.0,350.0,59.91
84046000AL0230,2.5,0.8,0.948,1652.0,1441.0,12.77
84046000AM0009,2.1,0.8,1.064,124.0,97.0,21.77
84046000AM0211,2.5,0.8,1.223,1201.0,651.0,45.8
84046000AM0322,2.2,0.8,1.17,1190.0,794.0,33.28
840470000A0129,1.6,0.8,1.147,1686.0,1178.0,30.13
840470000A0137,2.4,0.8,1.183,219.0,147.0,32.88
840470000C0200,2.2,0.8,1.078,1489.0,1181.0,20.69
840470000C0415,1.6,0.8,1.146,1171.0,830.0,29.12
840470000D0067,2.3,0.8,1.17,654.0,405.0,38.07
840470000D0110,2.4,0.8,1.145,2573.0,1810.0,29.65
840470000D0322,2.4,0.8,1.197,5592.0,3492.0,37.55
840470000D0463,2.5,0.9,0.857,701.0,619.0,11.7
840470000D0564,2.2,1.0,1.103,7621.0,5748.0,24.58
840470000D0782,2.5,0.9,1.26,3558.0,1885.0,47.02
840470000D0880,2.2,0.8,1.217,2239.0,1325.0,40.82
840470000D1393,1.9,0.8,1.158,5043.0,3276.0,35.04
840490000A0139,2.3,1.4,1.15,768.0,504.0,34.38
840490000A0155,1.9,1.0,1.09,1727.0,1323.0,23.39
840490000A0166,2.1,1.3,1.113,2474.0,1618.0,34.6
840490000A0202,2.3,1.2,1.158,1457.0,962.0,33.97
840490000A0206,2.2,1.0,1.1,1379.0,969.0,29.73
840490000A0231,2.1,1.3,1.141,1626.0,1165.0,28.35
840490000A0315,2.1,1.0,0.801,893.0,817.0,8.51
840490000A0317,2.3,1.0,1.067,1121.0,842.0,24.89
840490000A0319,2.1,1.0,1.122,854.0,615.0,27.99
840490000A0326,2.1,1.0,1.037,810.0,620.0,23.46
840490000A0329,2.2,1.5,1.081,460.0,335.0,27.17
840490000A0341,2.2,1.0,1.003,875.0,683.0,21.94
840490000A0382,2.3,1.4,1.196,885.0,500.0,43.5
840490000A0426,2.5,1.0,1.088,5006.0,3733.0,25.43
840490000A0432,2.4,1.1,1.194,522.0,301.0,42.34
840490000A0441,2.3,1.3,1.183,1191.0,651.0,45.34
840490000A0452,2.0,1.4,1.28,166.0,66.0,60.24
840490000A0538,2.4,1.0,1.169,339.0,204.0,39.82
840490000A0545,2.2,1.3,1.329,547.0,177.0,67.64
840490000A0637,2.2,1.0,1.296,1033.0,428.0,58.57
840490000A0718,2.2,1.1,1.094,78.0,59.0,24.36
840490000A0770,2.3,1.0,1.069,491.0,361.0,26.48
840490000A0833,2.5,1.0,1.297,12032.0,5345.0,55.58
840490000A0854,2.1,1.0,0.858,894.0,791.0,11.52
840490000A0858,2.3,1.0,1.049,3347.0,2363.0,29.4
840490000A1050,2.2,1.1,1.21,11183.0,6607.0,40.92
840490000A1052,1.9,1.0,1.181,1285.0,812.0,36.81
840490000A1058,2.4,1.0,1.067,15291.0,12109.0,20.81
840490000A1186,2.3,1.0,1.182,1673.0,954.0,42.98
840490000B0004,2.0,1.0,1.212,2869.0,1602.0,44.16
840490000B0093,2.4,1.5,1.216,258.0,148.0,42.64
840490000B0129,2.4,1.0,1.194,6013.0,3658.0,39.17
840490000B0200,1.8,1.0,1.253,4867.0,2458.0,49.5
840490000B0216,1.9,1.0,1.163,5030.0,3215.0,36.08
840490000B0237,1.8,1.4,1.283,16013.0,7665.0,52.13
840490000B0249,2.4,1.0,1.237,7362.0,3943.0,46.44
840490000B0395,2.4,1.0,1.13,5208.0,3597.0,30.93
840490000B0442,2.1,1.4,1.379,275.0,81.0,70.55
840490000C0097,2.4,1.0,1.245,2056.0,1093.0,46.84
840490000C0098,1.7,1.0,1.232,3170.0,1846.0,41.77
840490000C0141,2.4,1.0,1.114,1107.0,776.0,29.9
840490000C0166,2.5,1.0,1.149,3181.0,2018.0,36.56
840490000C0177,2.2,1.0,1.219,5663.0,3210.0,43.32
840490000C0335,2.3,1.3,1.171,3889.0,2188.0,43.74
840490000C0339,2.3,1.0,1.37,264.0,80.0,69.7
840490000C0358,2.1,1.0,1.169,2710.0,1656.0,38.89
840490000C0446,2.1,1.0,1.209,7980.0,4578.0,42.63
840490000C0482,2.5,1.0,1.064,5233.0,3878.0,25.89
840490000C0535,2.5,1.0,1.13,1839.0,1293.0,29.69
840490000C0589,2.2,1.0,1.097,5427.0,4032.0,25.7
840490000D0191,2.5,1.0,1.173,3194.0,2004.0,37.26
840490000D0221,2.2,1.0,1.245,603.0,297.0,50.75
840490000D0268,2.3,1.1,1.179,402.0,250.0,37.81
840490000D0394,2.4,1.0,0.975,4483.0,3826.0,14.66
840490000D0398,1.8,1.0,1.059,80.0,64.0,20.0
840490000D0416,2.3,1.0,1.005,606.0,473.0,21.95
840490000D0454,2.0,1.0,1.068,647.0,476.0,26.43
840490000D0464,2.5,1.0,1.013,117.0,87.0,25.64
840490000D0544,2.3,1.0,1.063,1455.0,1035.0,28.87
840490000D0840,2.1,1.3,1.13,262.0,177.0,32.44
840490000D0841,1.9,1.5,0.886,11.0,10.0,9.09
840490000D0908,2.4,1.0,1.042,102.0,84.0,17.65
840490000D0917,2.4,1.0,1.259,2221.0,977.0,56.01
840490000E0071,1.9,1.4,1.179,428.0,277.0,35.28
840490000E0116,2.0,1.5,1.172,578.0,324.0,43.94
840490000E0118,2.3,1.4,1.321,651.0,214.0,67.13
840490000E0125,2.2,1.5,1.173,918.0,516.0,43.79
840490000E0149,2.1,1.5,1.3,959.0,376.0,60.79
840490000E0161,2.2,1.3,1.083,897.0,625.0,30.32
840490000E0206,2.1,1.0,0.971,482.0,377.0,21.78
840490000E0215,2.5,1.0,1.197,2891.0,1778.0,38.5
840490000E0250,2.1,1.0,1.083,5090.0,3810.0,25.15
840490000E0299,2.2,1.5,1.345,4137.0,1363.0,67.05
840490000E0406,1.9,1.0,1.155,957.0,650.0,32.08
840490000E0486,1.4,1.0,1.437,853.0,119.0,86.05
840490000E0511,2.3,1.2,1.145,622.0,437.0,29.74
840490000E0557,2.5,1.0,1.018,431.0,359.0,16.71
840490000E0622,2.4,1.0,1.163,2809.0,1915.0,31.83
840490000E0642,2.4,1.0,1.183,3652.0,2395.0,34.42
840490000E0644,1.8,1.0,1.244,1275.0,706.0,44.63
840490000E0717,2.1,1.0,1.069,3836.0,2861.0,25.42
840490000E0755,2.2,1.0,0.843,503.0,457.0,9.15
840490000E0836,2.3,1.0,1.06,6783.0,5273.0,22.26
840490000E0932,2.3,1.0,0.856,1364.0,1202.0,11.88
840490000E0947,2.1,1.4,0.977,179.0,140.0,21.79
840490000E0978,2.0,1.2,1.32,220.0,71.0,67.73
840490000E0996,2.1,1.0,1.256,390.0,202.0,48.21
840490000E1043,2.4,1.3,1.226,3028.0,1760.0,41.88
840490000E1089,2.0,1.0,0.991,2084.0,1732.0,16.89
840490000E1120,2.4,1.5,1.058,8.0,8.0,0.0
840490000E1128,2.5,1.0,0.951,964.0,862.0,10.58
840490000E1166,2.1,1.5,1.278,4181.0,2030.0,51.45
840490000E1182,2.3,1.2,1.114,6398.0,4744.0,25.85
84050000AD0114,2.4,1.3,1.495,1772.0,19.0,98.93
84050000AE0040,2.2,0.8,1.183,1021.0,635.0,37.81
84050000AK0129,2.3,1.1,1.385,3372.0,863.0,74.41
84050000AL0076,2.2,1.4,1.489,1637.0,35.0,97.86
84050000AL0295,2.3,1.5,1.437,2126.0,326.0,84.67
84050000AL0341,2.3,1.5,1.41,888.0,196.0,77.93
84050000AM0290,2.4,1.4,1.437,2981.0,451.0,84.87
84050000AO0002,2.5,0.8,0.904,3062.0,2582.0,15.68
84050000AO0014,2.5,1.5,1.313,2463.0,937.0,61.96
84050000AT0044,2.0,0.8,1.082,6994.0,5199.0,25.66
84050000AT0482,1.7,1.5,1.251,14.0,6.0,57.14
84050000AT0600,2.3,1.5,1.409,344.0,65.0,81.1
84050000AT0624,2.4,0.8,1.469,1309.0,87.0,93.35
84050000AT0748,2.2,0.8,1.318,21327.0,7793.0,63.46
84050000CT0059,2.4,1.5,1.276,2152.0,908.0,57.81
84050000DI0021,2.5,1.2,1.461,3139.0,272.0,91.33
84050000DK0031,2.3,0.8,1.428,4110.0,650.0,84.18
840510000A0002,2.4,1.2,1.45,4814.0,470.0,90.24
840510000A0340,2.4,0.8,1.263,2501.0,1078.0,56.9
840510000A0410,2.3,1.2,1.42,1170.0,183.0,84.36
840510000B0163,1.9,0.8,1.474,3173.0,204.0,93.57
840510000B0632,2.4,0.8,1.131,7462.0,5376.0,27.95
840510000B0681,2.5,0.8,1.479,1344.0,66.0,95.09
840510000C0015,2.4,1.2,1.429,870.0,121.0,86.09
840510000C0081,2.2,1.2,1.459,1042.0,107.0,89.73
840510000C0103,2.4,0.8,1.408,9547.0,1914.0,79.95
840510000C0356,1.8,0.8,1.392,8718.0,2042.0,76.58
840510000C0474,2.5,0.9,1.4,2170.0,455.0,79.03
840510000C0561,2.5,1.1,1.467,1875.0,148.0,92.11
840510000C0820,1.6,1.2,1.335,6310.0,2443.0,61.28
840510000C0821,1.7,1.2,1.476,3814.0,232.0,93.92
840510000D0156,2.0,0.8,1.281,1420.0,593.0,58.24
840510000D0209,2.3,0.9,1.357,141.0,44.0,68.79
840510000E0419,2.5,0.9,1.427,9690.0,1408.0,85.47
840510000E0651,2.5,1.1,1.452,1474.0,160.0,89.15
840510000E0804,2.1,0.8,1.344,9405.0,2942.0,68.72
840510000E1044,2.2,0.8,1.186,8556.0,5471.0,36.06
840510000F0989,2.1,1.1,1.358,3066.0,1013.0,66.96
840510000F1189,2.0,0.8,1.349,11910.0,4146.0,65.19
840510000F1219,2.0,0.8,1.476,2828.0,168.0,94.06
840510000G0428,2.4,1.2,1.438,1888.0,282.0,85.06
840510000G0515,2.5,1.1,1.458,1370.0,138.0,89.93
840510000G0516,2.5,0.8,1.471,531.0,36.0,93.22
840510000G1076,2.1,0.9,1.437,2322.0,319.0,86.26
840510000G1195,2.4,0.9,1.19,1698.0,1039.0,38.81
840520000A0212,2.5,0.8,1.404,3891.0,780.0,79.95
840520000A0422,2.4,0.9,1.42,2536.0,470.0,81.47
840520000A0543,2.5,0.8,1.136,1566.0,1111.0,29.05
840520000A0689,1.7,0.8,1.285,5550.0,2462.0,55.64
840520000A0703,2.3,0.8,1.218,1011.0,545.0,46.09
840520000B0546,2.4,0.8,1.312,21781.0,8726.0,59.94
840520000B0578,1.6,0.8,1.383,2535.0,719.0,71.64
840520000B0600,1.9,1.1,1.469,1840.0,136.0,92.61
840520000B0816,2.4,0.8,1.304,263.0,114.0,56.65
840520000B0830,2.3,0.8,1.358,2255.0,660.0,70.73
840520000B1048,2.5,0.8,1.474,6952.0,328.0,95.28
840520000F0007,1.8,0.8,1.274,1740.0,848.0,51.26
840520000G0017,1.4,0.8,1.222,8466.0,4866.0,42.52
840530000A0028,2.3,0.8,1.298,909.0,408.0,55.12
840530000A0411,2.4,0.8,0.884,2903.0,2506.0,13.68
840530000C0034,2.4,0.8,0.923,110.0,107.0,2.73
